#Wave		#Intensity
1818.906250	1963.827393
1817.339844	2123.488037
1815.775391	2084.771484
1814.208984	2132.253174
1812.640625	2005.785522
1811.074219	1989.447632
1809.507813	2003.421997
1807.939453	2052.475586
1806.371094	2109.482422
1804.802734	2026.180420
1803.234375	2017.821167
1801.666016	2030.180908
1800.097656	2058.467773
1798.527344	2058.070313
1796.957031	2081.562256
1795.386719	2057.274902
1793.816406	2074.388672
1792.246094	2062.844727
1790.675781	2162.702393
1789.103516	2062.044434
1787.533203	2126.865479
1785.960938	1983.309814
1784.388672	1965.432007
1782.816406	2071.568604
1781.244141	2064.806396
1779.669922	2123.204590
1778.097656	2108.489258
1776.523438	2058.830322
1774.949219	2039.367676
1773.375000	2072.315674
1771.800781	2059.207764
1770.224609	2123.885254
1768.650391	2001.265259
1767.074219	1972.310425
1765.498047	2086.144531
1763.921875	2107.939209
1762.345703	2036.162598
1760.769531	2099.179932
1759.191406	2062.306396
1757.615234	1998.504395
1756.037109	2094.766113
1754.458984	2135.541260
1752.880859	2144.621338
1751.302734	2109.356689
1749.722656	2069.355713
1748.142578	2046.782715
1746.564453	2089.107422
1744.984375	2023.815430
1743.404297	2181.614990
1741.822266	2070.460205
1740.242188	2062.139893
1738.660156	2128.133545
1737.080078	2058.154541
1735.498047	2111.478027
1733.916016	2039.949341
1732.333984	2004.784668
1730.750000	2037.552124
1729.167969	2057.672607
1727.583984	2175.674072
1726.000000	2072.631104
1724.416016	1977.520508
1722.832031	2022.881836
1721.246094	2027.207031
1719.662109	1963.707275
1718.076172	2143.083984
1716.490234	2087.468994
1714.904297	2009.807373
1713.318359	2042.496826
1711.732422	1990.085938
1710.144531	2074.752441
1708.558594	2115.282959
1706.970703	2047.140747
1705.382813	2013.662720
1703.794922	2041.587158
1702.205078	1992.385376
1700.617188	2028.169189
1699.027344	2004.159424
1697.437500	1978.586304
1695.847656	1931.008301
1694.257813	1935.330811
1692.667969	1996.237427
1691.076172	1970.685303
1689.486328	1987.565552
1687.894531	1946.316040
1686.302734	1890.948120
1684.710938	1829.321533
1683.117188	2012.626099
1681.525391	2032.617798
1679.931641	1977.276123
1678.337891	1914.112061
1676.744141	1896.463745
1675.150391	1914.893188
1673.556641	1972.514038
1671.960938	1942.322266
1670.367188	1885.498047
1668.771484	1855.335938
1667.175781	1919.187012
1665.580078	1865.534424
1663.982422	2001.393921
1662.386719	1856.934570
1660.789063	1936.385010
1659.191406	1853.035645
1657.593750	1898.029175
1655.996094	1933.617188
1654.398438	1916.010986
1652.798828	1903.103149
1651.199219	1984.006714
1649.599609	1886.681152
1648.000000	1865.972534
1646.400391	1942.145020
1644.800781	1896.438477
1643.199219	1919.470581
1641.597656	1883.156250
1639.998047	1834.367310
1638.396484	1933.878052
1636.792969	1944.397705
1635.191406	1892.505249
1633.587891	1803.197510
1631.984375	1844.927734
1630.382813	1897.554443
1628.777344	1922.099121
1627.173828	1817.273193
1625.570313	1813.775635
1623.964844	1858.574219
1622.359375	1912.699097
1620.753906	1887.381348
1619.148438	1911.895386
1617.542969	1902.153809
1615.935547	1851.953125
1614.330078	1859.343018
1612.722656	1835.617188
1611.115234	1914.549683
1609.507813	1925.030640
1607.898438	1870.212646
1606.291016	1801.428955
1604.681641	1824.358032
1603.072266	1926.512695
