#Wave		#Intensity
1818.906250	130.921829
1817.339844	180.416656
1815.775391	126.107925
1814.208984	130.871826
1812.640625	157.973557
1811.074219	114.867867
1809.507813	146.747467
1807.939453	169.046173
1806.371094	170.608170
1804.802734	156.227921
1803.234375	156.197845
1801.666016	127.483887
1800.097656	151.357925
1798.527344	133.806442
1796.957031	149.706848
1795.386719	165.601074
1793.816406	138.504852
1792.246094	149.619919
1790.675781	111.397476
1789.103516	135.242111
1787.533203	152.714340
1785.960938	144.732315
1784.388672	125.622269
1782.816406	162.164230
1781.244141	138.289566
1779.669922	144.619476
1778.097656	163.658173
1776.523438	158.860352
1774.949219	147.711212
1773.375000	109.570709
1771.800781	149.240967
1770.224609	153.973740
1768.650391	136.485977
1767.074219	130.112198
1765.498047	152.296494
1763.921875	139.577606
1762.345703	139.550079
1760.769531	120.496742
1759.191406	134.739471
1757.615234	142.637115
1756.037109	160.038864
1754.458984	136.243729
1752.880859	182.150253
1751.302734	147.274902
1749.722656	139.329224
1748.142578	123.471809
1746.564453	144.021790
1744.984375	134.499069
1743.404297	132.890259
1741.822266	142.354019
1740.242188	158.139572
1738.660156	143.878265
1737.080078	113.814995
1735.498047	154.883865
1733.916016	156.432983
1732.333984	156.401642
1730.750000	123.200821
1729.167969	135.809540
1727.583984	134.203400
1726.000000	138.912064
1724.416016	116.788918
1722.832031	140.434067
1721.246094	165.647263
1719.662109	115.141068
1718.076172	135.618271
1716.490234	107.211395
1714.904297	148.174026
1713.318359	138.688065
1711.732422	129.205902
1710.144531	137.056534
1708.558594	146.479019
1706.970703	146.449295
1705.382813	127.526726
1703.794922	168.427002
1702.205078	130.622421
1700.617188	179.372604
1699.027344	103.826157
1697.437500	136.833862
1695.847656	138.378448
1694.257813	147.783188
1692.667969	132.034607
1691.076172	111.577873
1689.486328	136.694229
1687.894531	168.083786
1686.302734	125.644394
1684.710938	142.891205
1683.117188	166.410583
1681.525391	134.984650
1679.931641	117.695007
1678.337891	138.067108
1676.744141	120.783875
1675.150391	127.032227
1673.556641	148.957733
1671.960938	170.874191
1670.367188	156.733002
1668.771484	155.133667
1667.175781	142.568176
1665.580078	156.635971
1663.982422	145.641342
1662.386719	137.782669
1660.789063	117.404106
1659.191406	134.595490
1657.593750	165.862396
1655.996094	132.975296
