[Measurement conditions]
Sample identification,
15.578627690,11.0
15.582805507,5.0
15.586983324,5.0
15.591161141,9.0
15.595338959,10.0
15.599516776,9.0
15.603694593,11.0
15.607872410,5.0
15.612050228,8.0
15.616228045,8.0
15.620405862,10.0
15.624583679,10.0
15.628761497,13.0
15.632939314,10.0
15.637117131,10.0
15.641294948,11.0
15.645472766,3.0
15.649650583,10.0
15.653828400,13.0
15.658006217,4.0
15.662184035,8.0
15.666361852,10.0
15.670539669,5.0
15.674717486,9.0
15.678895304,15.0
15.683073121,5.0
15.687250938,9.0
15.691428755,5.0
15.695606573,8.0
15.699784390,10.0
15.703962207,2.0
15.708140024,10.0
15.712317842,14.0
15.716495659,7.0
15.720673476,7.0
15.724851293,10.0
15.729029111,7.0
15.733206928,7.0
15.737384745,9.0
15.741562562,8.0
15.745740380,7.0
15.749918197,7.0
15.754096014,8.0
15.758273831,11.0
15.762451649,7.0
15.766629466,7.0
15.770807283,10.0
15.774985100,7.0
15.779162917,7.0
15.783340735,8.0
15.787518552,10.0
15.791696369,3.0
15.795874186,7.0
15.800052004,10.0
15.804229821,9.0
15.808407638,13.0
15.812585455,7.0
15.816763273,11.0
15.820941090,10.0
15.825118907,9.0
15.829296724,11.0
15.833474542,8.0
15.837652359,13.0
15.841830176,15.0
15.846007993,8.0
15.850185811,4.0
15.854363628,10.0
15.858541445,10.0
15.862719262,4.0
15.866897080,7.0
15.871074897,8.0
15.875252714,7.0
15.879430531,5.0
15.883608349,11.0
15.887786166,7.0
15.891963983,5.0
15.896141800,7.0
15.900319618,8.0
15.904497435,10.0
15.908675252,9.0
15.912853069,10.0
15.917030887,3.0
15.921208704,10.0
15.925386521,10.0
15.929564338,9.0
15.933742156,11.0
15.937919973,14.0
15.942097790,5.0
15.946275607,4.0
15.950453425,11.0
15.954631242,8.0
15.958809059,4.0
15.962986876,14.0
15.967164693,9.0
15.971342511,11.0
15.975520328,9.0
15.979698145,8.0
15.983875962,13.0
15.988053780,13.0
15.992231597,9.0
15.996409414,13.0
16.000587231,7.0
16.004765049,2.0
16.008942866,7.0
16.013120683,11.0
16.017298500,5.0
16.021476318,10.0
16.025654135,9.0
16.029831952,11.0
16.034009769,13.0
16.038187587,10.0
16.042365404,7.0
16.046543221,3.0
16.050721038,11.0
16.054898856,5.0
16.059076673,7.0
16.063254490,7.0
16.067432307,5.0
16.071610125,13.0
16.075787942,2.0
16.079965759,16.0
16.084143576,7.0
16.088321394,11.0
16.092499211,5.0
16.096677028,4.0
16.100854845,9.0
16.105032663,9.0
16.109210480,9.0
16.113388297,10.0
16.117566114,10.0
16.121743932,11.0
16.125921749,7.0
16.130099566,13.0
16.134277383,14.0
16.138455201,13.0
16.142633018,8.0
16.146810835,8.0
16.150988652,7.0
16.155166469,3.0
16.159344287,5.0
16.163522104,9.0
16.167699921,10.0
16.171877738,14.0
16.176055556,8.0
16.180233373,8.0
16.184411190,10.0
16.188589007,10.0
16.192766825,9.0
16.196944642,7.0
16.201122459,7.0
16.205300276,3.0
16.209478094,8.0
16.213655911,10.0
16.217833728,8.0
16.222011545,10.0
16.226189363,7.0
16.230367180,15.0
16.234544997,5.0
16.238722814,4.0
16.242900632,4.0
16.247078449,11.0
16.251256266,8.0
16.255434083,13.0
16.259611901,7.0
16.263789718,5.0
16.267967535,5.0
16.272145352,2.0
16.276323170,7.0
16.280500987,10.0
16.284678804,5.0
16.288856621,8.0
16.293034439,10.0
16.297212256,5.0
16.301390073,2.0
16.305567890,10.0
16.309745708,10.0
16.313923525,10.0
16.318101342,7.0
16.322279159,5.0
16.326456977,8.0
16.330634794,7.0
16.334812611,7.0
16.338990428,9.0
16.343168246,4.0
16.347346063,7.0
16.351523880,14.0
16.355701697,10.0
16.359879514,5.0
16.364057332,5.0
16.368235149,13.0
16.372412966,10.0
16.376590783,10.0
16.380768601,15.0
16.384946418,14.0
16.389124235,10.0
16.393302052,14.0
16.397479870,10.0
16.401657687,10.0
16.405835504,3.0
16.410013321,7.0
16.414191139,7.0
16.418368956,10.0
16.422546773,10.0
16.426724590,11.0
16.430902408,8.0
16.435080225,10.0
16.439258042,10.0
16.443435859,9.0
16.447613677,9.0
16.451791494,8.0
16.455969311,11.0
16.460147128,9.0
16.464324946,9.0
16.468502763,13.0
16.472680580,4.0
16.476858397,8.0
16.481036215,13.0
16.485214032,13.0
16.489391849,11.0
16.493569666,5.0
16.497747484,8.0
16.501925301,4.0
16.506103118,13.0
16.510280935,9.0
16.514458753,14.0
16.518636570,14.0
16.522814387,8.0
16.526992204,10.0
16.531170022,11.0
16.535347839,8.0
16.539525656,7.0
16.543703473,9.0
16.547881290,10.0
16.552059108,4.0
16.556236925,5.0
16.560414742,7.0
16.564592559,7.0
16.568770377,4.0
16.572948194,4.0
16.577126011,5.0
16.581303828,7.0
16.585481646,7.0
16.589659463,9.0
16.593837280,3.0
16.598015097,13.0
16.602192915,9.0
16.606370732,5.0
16.610548549,10.0
16.614726366,3.0
16.618904184,7.0
16.623082001,14.0
16.627259818,13.0
16.631437635,5.0
16.635615453,5.0
16.639793270,11.0
16.643971087,17.0
16.648148904,5.0
16.652326722,11.0
16.656504539,13.0
16.660682356,8.0
16.664860173,5.0
16.669037991,9.0
16.673215808,13.0
16.677393625,10.0
16.681571442,9.0
16.685749260,7.0
16.689927077,7.0
16.694104894,8.0
16.698282711,8.0
16.702460529,4.0
16.706638346,7.0
16.710816163,11.0
16.714993980,14.0
16.719171798,3.0
16.723349615,7.0
16.727527432,8.0
16.731705249,5.0
16.735883066,9.0
16.740060884,7.0
16.744238701,13.0
16.748416518,4.0
16.752594335,7.0
16.756772153,9.0
16.760949970,8.0
16.765127787,5.0
16.769305604,4.0
16.773483422,13.0
16.777661239,5.0
16.781839056,11.0
16.786016873,7.0
16.790194691,5.0
16.794372508,8.0
16.798550325,11.0
16.802728142,10.0
16.806905960,16.0
16.811083777,2.0
16.815261594,5.0
16.819439411,9.0
16.823617229,9.0
16.827795046,4.0
16.831972863,5.0
16.836150680,14.0
16.840328498,13.0
16.844506315,8.0
16.848684132,10.0
16.852861949,15.0
16.857039767,2.0
16.861217584,9.0
16.865395401,8.0
16.869573218,11.0
16.873751036,8.0
16.877928853,8.0
16.882106670,4.0
16.886284487,2.0
16.890462305,8.0
16.894640122,14.0
16.898817939,3.0
16.902995756,3.0
16.907173574,9.0
16.911351391,9.0
16.915529208,3.0
16.919707025,8.0
16.923884842,13.0
16.928062660,15.0
16.932240477,2.0
16.936418294,9.0
16.940596111,13.0
16.944773929,10.0
16.948951746,10.0
16.953129563,4.0
16.957307380,9.0
16.961485198,7.0
16.965663015,11.0
16.969840832,5.0
16.974018649,7.0
16.978196467,3.0
16.982374284,10.0
16.986552101,5.0
16.990729918,3.0
16.994907736,7.0
16.999085553,3.0
17.003263370,4.0
17.007441187,9.0
17.011619005,8.0
17.015796822,8.0
17.019974639,1.0
17.024152456,3.0
17.028330274,8.0
17.032508091,9.0
17.036685908,13.0
17.040863725,9.0
17.045041543,5.0
17.049219360,7.0
17.053397177,8.0
17.057574994,2.0
17.061752812,11.0
17.065930629,7.0
17.070108446,14.0
17.074286263,9.0
17.078464081,5.0
17.082641898,11.0
17.086819715,3.0
17.090997532,4.0
17.095175350,5.0
17.099353167,8.0
17.103530984,8.0
17.107708801,7.0
17.111886618,5.0
17.116064436,9.0
17.120242253,4.0
17.124420070,7.0
17.128597887,5.0
17.132775705,8.0
17.136953522,8.0
17.141131339,7.0
17.145309156,7.0
17.149486974,7.0
17.153664791,1.0
17.157842608,7.0
17.162020425,11.0
17.166198243,3.0
17.170376060,7.0
17.174553877,9.0
17.178731694,3.0
17.182909512,4.0
17.187087329,7.0
17.191265146,10.0
17.195442963,14.0
17.199620781,8.0
17.203798598,5.0
17.207976415,8.0
17.212154232,5.0
17.216332050,13.0
17.220509867,4.0
17.224687684,11.0
17.228865501,11.0
17.233043319,5.0
17.237221136,4.0
17.241398953,10.0
17.245576770,7.0
17.249754588,13.0
17.253932405,8.0
17.258110222,20.0
17.262288039,9.0
17.266465857,14.0
17.270643674,11.0
17.274821491,5.0
17.278999308,8.0
17.283177126,7.0
17.287354943,4.0
17.291532760,7.0
17.295710577,13.0
17.299888395,8.0
17.304066212,10.0
17.308244029,11.0
17.312421846,7.0
17.316599663,8.0
17.320777481,7.0
17.324955298,13.0
17.329133115,7.0
17.333310932,9.0
17.337488750,10.0
17.341666567,9.0
17.345844384,13.0
17.350022201,4.0
17.354200019,14.0
17.358377836,8.0
17.362555653,15.0
17.366733470,8.0
17.370911288,10.0
17.375089105,9.0
17.379266922,4.0
17.383444739,13.0
17.387622557,5.0
17.391800374,8.0
17.395978191,11.0
17.400156008,7.0
17.404333826,7.0
17.408511643,4.0
17.412689460,8.0
17.416867277,8.0
17.421045095,7.0
17.425222912,17.0
17.429400729,5.0
17.433578546,13.0
17.437756364,5.0
17.441934181,10.0
17.446111998,11.0
17.450289815,14.0
17.454467633,14.0
17.458645450,17.0
17.462823267,11.0
17.467001084,9.0
17.471178902,7.0
17.475356719,17.0
17.479534536,13.0
17.483712353,13.0
17.487890171,8.0
17.492067988,10.0
17.496245805,14.0
17.500423622,16.0
17.504601439,4.0
17.508779257,15.0
17.512957074,11.0
17.517134891,11.0
17.521312708,7.0
17.525490526,11.0
17.529668343,9.0
17.533846160,9.0
17.538023977,7.0
17.542201795,5.0
17.546379612,9.0
17.550557429,17.0
17.554735246,8.0
17.558913064,9.0
17.563090881,8.0
17.567268698,7.0
17.571446515,16.0
17.575624333,7.0
17.579802150,11.0
17.583979967,11.0
17.588157784,3.0
17.592335602,5.0
17.596513419,4.0
17.600691236,7.0
17.604869053,16.0
17.609046871,9.0
17.613224688,8.0
17.617402505,10.0
17.621580322,9.0
17.625758140,9.0
17.629935957,5.0
17.634113774,7.0
17.638291591,11.0
17.642469409,4.0
17.646647226,7.0
17.650825043,9.0
17.655002860,8.0
17.659180678,4.0
17.663358495,13.0
17.667536312,7.0
17.671714129,9.0
17.675891947,7.0
17.680069764,5.0
17.684247581,7.0
17.688425398,10.0
17.692603215,10.0
17.696781033,9.0
17.700958850,8.0
17.705136667,5.0
17.709314484,7.0
17.713492302,9.0
17.717670119,8.0
17.721847936,5.0
17.726025753,4.0
17.730203571,8.0
17.734381388,5.0
17.738559205,5.0
17.742737022,10.0
17.746914840,9.0
17.751092657,7.0
17.755270474,14.0
17.759448291,9.0
17.763626109,7.0
17.767803926,9.0
17.771981743,8.0
17.776159560,4.0
17.780337378,5.0
17.784515195,5.0
17.788693012,11.0
17.792870829,2.0
17.797048647,5.0
17.801226464,4.0
17.805404281,11.0
17.809582098,8.0
17.813759916,2.0
17.817937733,13.0
17.822115550,8.0
17.826293367,5.0
17.830471185,10.0
17.834649002,4.0
17.838826819,8.0
17.843004636,5.0
17.847182454,8.0
17.851360271,11.0
17.855538088,10.0
17.859715905,4.0
17.863893723,5.0
17.868071540,9.0
17.872249357,7.0
17.876427174,5.0
17.880604991,9.0
17.884782809,8.0
17.888960626,8.0
17.893138443,17.0
17.897316260,7.0
17.901494078,9.0
17.905671895,5.0
17.909849712,5.0
17.914027529,1.0
17.918205347,3.0
17.922383164,8.0
17.926560981,4.0
17.930738798,11.0
17.934916616,7.0
17.939094433,9.0
17.943272250,10.0
17.947450067,13.0
17.951627885,5.0
17.955805702,5.0
17.959983519,4.0
17.964161336,10.0
17.968339154,13.0
17.972516971,20.0
17.976694788,16.0
17.980872605,9.0
17.985050423,7.0
17.989228240,5.0
17.993406057,10.0
17.997583874,7.0
18.001761692,3.0
18.005939509,9.0
18.010117326,8.0
18.014295143,8.0
18.018472961,4.0
18.022650778,4.0
18.026828595,8.0
18.031006412,8.0
18.035184230,2.0
18.039362047,5.0
18.043539864,8.0
18.047717681,11.0
18.051895499,13.0
18.056073316,11.0
18.060251133,4.0
18.064428950,10.0
18.068606767,2.0
18.072784585,9.0
18.076962402,9.0
18.081140219,7.0
18.085318036,8.0
18.089495854,8.0
18.093673671,8.0
18.097851488,8.0
18.102029305,8.0
18.106207123,3.0
18.110384940,4.0
18.114562757,8.0
18.118740574,11.0
18.122918392,9.0
18.127096209,3.0
18.131274026,10.0
18.135451843,1.0
18.139629661,10.0
18.143807478,7.0
18.147985295,2.0
18.152163112,14.0
18.156340930,5.0
18.160518747,14.0
18.164696564,7.0
18.168874381,7.0
18.173052199,9.0
18.177230016,9.0
18.181407833,10.0
18.185585650,5.0
18.189763468,9.0
18.193941285,8.0
18.198119102,8.0
18.202296919,7.0
18.206474737,16.0
18.210652554,10.0
18.214830371,11.0
18.219008188,10.0
18.223186006,11.0
18.227363823,7.0
18.231541640,9.0
18.235719457,3.0
18.239897275,9.0
18.244075092,5.0
18.248252909,7.0
18.252430726,8.0
18.256608544,5.0
18.260786361,7.0
18.264964178,11.0
18.269141995,5.0
18.273319812,11.0
18.277497630,4.0
18.281675447,10.0
18.285853264,5.0
18.290031081,4.0
18.294208899,9.0
18.298386716,5.0
18.302564533,3.0
18.306742350,8.0
18.310920168,11.0
18.315097985,8.0
18.319275802,5.0
18.323453619,9.0
18.327631437,5.0
18.331809254,8.0
18.335987071,4.0
18.340164888,9.0
18.344342706,7.0
18.348520523,4.0
18.352698340,10.0
18.356876157,8.0
18.361053975,5.0
18.365231792,8.0
18.369409609,4.0
18.373587426,8.0
18.377765244,7.0
18.381943061,5.0
18.386120878,10.0
18.390298695,9.0
18.394476513,5.0
18.398654330,7.0
18.402832147,4.0
18.407009964,10.0
18.411187782,9.0
18.415365599,16.0
18.419543416,8.0
18.423721233,8.0
18.427899051,7.0
18.432076868,8.0
18.436254685,11.0
18.440432502,7.0
18.444610320,7.0
18.448788137,10.0
18.452965954,4.0
18.457143771,10.0
18.461321588,9.0
18.465499406,11.0
18.469677223,7.0
18.473855040,4.0
18.478032857,9.0
18.482210675,11.0
18.486388492,5.0
18.490566309,9.0
18.494744126,7.0
18.498921944,7.0
18.503099761,13.0
18.507277578,5.0
18.511455395,4.0
18.515633213,8.0
18.519811030,9.0
18.523988847,5.0
18.528166664,8.0
18.532344482,7.0
18.536522299,7.0
18.540700116,11.0
18.544877933,5.0
18.549055751,5.0
18.553233568,10.0
18.557411385,3.0
18.561589202,7.0
18.565767020,14.0
18.569944837,8.0
18.574122654,10.0
18.578300471,10.0
18.582478289,4.0
18.586656106,11.0
18.590833923,5.0
18.595011740,9.0
18.599189558,5.0
18.603367375,7.0
18.607545192,11.0
18.611723009,7.0
18.615900827,8.0
18.620078644,7.0
18.624256461,4.0
18.628434278,5.0
18.632612096,3.0
18.636789913,9.0
18.640967730,5.0
18.645145547,5.0
18.649323364,7.0
18.653501182,5.0
18.657678999,8.0
18.661856816,11.0
18.666034633,10.0
18.670212451,2.0
18.674390268,5.0
18.678568085,7.0
18.682745902,8.0
18.686923720,7.0
18.691101537,5.0
18.695279354,7.0
18.699457171,5.0
18.703634989,16.0
18.707812806,9.0
18.711990623,9.0
18.716168440,4.0
18.720346258,9.0
18.724524075,5.0
18.728701892,5.0
18.732879709,4.0
18.737057527,5.0
18.741235344,2.0
18.745413161,4.0
18.749590978,3.0
18.753768796,9.0
18.757946613,8.0
18.762124430,9.0
18.766302247,4.0
18.770480065,7.0
18.774657882,4.0
18.778835699,3.0
18.783013516,7.0
18.787191334,7.0
18.791369151,10.0
18.795546968,7.0
18.799724785,9.0
18.803902603,15.0
18.808080420,3.0
18.812258237,5.0
18.816436054,7.0
18.820613872,9.0
18.824791689,10.0
18.828969506,5.0
18.833147323,10.0
18.837325140,9.0
18.841502958,5.0
18.845680775,3.0
18.849858592,10.0
18.854036409,10.0
18.858214227,8.0
18.862392044,11.0
18.866569861,10.0
18.870747678,3.0
18.874925496,10.0
18.879103313,11.0
18.883281130,8.0
18.887458947,2.0
18.891636765,11.0
18.895814582,4.0
18.899992399,15.0
18.904170216,3.0
18.908348034,9.0
18.912525851,8.0
18.916703668,5.0
18.920881485,8.0
18.925059303,11.0
18.929237120,3.0
18.933414937,11.0
18.937592754,8.0
18.941770572,5.0
18.945948389,9.0
18.950126206,5.0
18.954304023,4.0
18.958481841,8.0
18.962659658,7.0
18.966837475,4.0
18.971015292,9.0
18.975193110,4.0
18.979370927,7.0
18.983548744,5.0
18.987726561,8.0
18.991904379,7.0
18.996082196,8.0
19.000260013,10.0
19.004437830,8.0
19.008615648,9.0
19.012793465,7.0
19.016971282,11.0
19.021149099,5.0
19.025326917,8.0
19.029504734,7.0
19.033682551,10.0
19.037860368,7.0
19.042038185,9.0
19.046216003,5.0
19.050393820,8.0
19.054571637,8.0
19.058749454,9.0
19.062927272,13.0
19.067105089,5.0
19.071282906,8.0
19.075460723,7.0
19.079638541,11.0
19.083816358,5.0
19.087994175,8.0
19.092171992,2.0
19.096349810,4.0
19.100527627,7.0
19.104705444,7.0
19.108883261,7.0
19.113061079,9.0
19.117238896,9.0
19.121416713,8.0
19.125594530,4.0
19.129772348,9.0
19.133950165,2.0
19.138127982,13.0
19.142305799,8.0
19.146483617,8.0
19.150661434,3.0
19.154839251,2.0
19.159017068,11.0
19.163194886,4.0
19.167372703,7.0
19.171550520,9.0
19.175728337,15.0
19.179906155,10.0
19.184083972,8.0
19.188261789,7.0
19.192439606,3.0
19.196617424,5.0
19.200795241,4.0
19.204973058,5.0
19.209150875,7.0
19.213328693,8.0
19.217506510,9.0
19.221684327,4.0
19.225862144,5.0
19.230039961,4.0
19.234217779,5.0
19.238395596,7.0
19.242573413,3.0
19.246751230,10.0
19.250929048,8.0
19.255106865,10.0
19.259284682,8.0
19.263462499,8.0
19.267640317,5.0
19.271818134,9.0
19.275995951,7.0
19.280173768,7.0
19.284351586,3.0
19.288529403,7.0
19.292707220,7.0
19.296885037,8.0
19.301062855,5.0
19.305240672,13.0
19.309418489,7.0
19.313596306,3.0
19.317774124,9.0
19.321951941,5.0
19.326129758,5.0
19.330307575,7.0
19.334485393,5.0
19.338663210,8.0
19.342841027,3.0
19.347018844,10.0
19.351196662,2.0
19.355374479,4.0
19.359552296,7.0
19.363730113,5.0
19.367907931,14.0
19.372085748,1.0
19.376263565,9.0
19.380441382,8.0
19.384619200,7.0
19.388797017,3.0
19.392974834,8.0
19.397152651,13.0
19.401330469,7.0
19.405508286,3.0
19.409686103,13.0
19.413863920,3.0
19.418041737,5.0
19.422219555,8.0
19.426397372,10.0
19.430575189,13.0
19.434753006,7.0
19.438930824,7.0
19.443108641,10.0
19.447286458,8.0
19.451464275,0.0
19.455642093,10.0
19.459819910,8.0
19.463997727,5.0
19.468175544,5.0
19.472353362,10.0
19.476531179,10.0
19.480708996,3.0
19.484886813,4.0
19.489064631,8.0
19.493242448,8.0
19.497420265,9.0
19.501598082,11.0
19.505775900,8.0
19.509953717,13.0
19.514131534,7.0
19.518309351,9.0
19.522487169,10.0
19.526664986,3.0
19.530842803,11.0
19.535020620,4.0
19.539198438,11.0
19.543376255,7.0
19.547554072,8.0
19.551731889,5.0
19.555909707,8.0
19.560087524,4.0
19.564265341,3.0
19.568443158,10.0
19.572620976,7.0
19.576798793,13.0
19.580976610,5.0
19.585154427,7.0
19.589332245,3.0
19.593510062,8.0
19.597687879,8.0
19.601865696,2.0
19.606043513,9.0
19.610221331,3.0
19.614399148,10.0
19.618576965,7.0
19.622754782,4.0
19.626932600,5.0
19.631110417,9.0
19.635288234,5.0
19.639466051,5.0
19.643643869,7.0
19.647821686,9.0
19.651999503,4.0
19.656177320,4.0
19.660355138,8.0
19.664532955,8.0
19.668710772,3.0
19.672888589,3.0
19.677066407,8.0
19.681244224,4.0
19.685422041,5.0
19.689599858,8.0
19.693777676,7.0
19.697955493,7.0
19.702133310,7.0
19.706311127,5.0
19.710488945,8.0
19.714666762,9.0
19.718844579,4.0
19.723022396,9.0
19.727200214,3.0
19.731378031,9.0
19.735555848,2.0
19.739733665,10.0
19.743911483,5.0
19.748089300,3.0
19.752267117,5.0
19.756444934,5.0
19.760622752,7.0
19.764800569,14.0
19.768978386,7.0
19.773156203,10.0
19.777334021,5.0
19.781511838,9.0
19.785689655,2.0
19.789867472,1.0
19.794045289,9.0
19.798223107,10.0
19.802400924,8.0
19.806578741,4.0
19.810756558,7.0
19.814934376,10.0
19.819112193,13.0
19.823290010,4.0
19.827467827,5.0
19.831645645,9.0
19.835823462,7.0
19.840001279,9.0
19.844179096,4.0
19.848356914,8.0
19.852534731,3.0
19.856712548,7.0
19.860890365,11.0
19.865068183,4.0
19.869246000,5.0
19.873423817,9.0
19.877601634,5.0
19.881779452,8.0
19.885957269,5.0
19.890135086,1.0
19.894312903,2.0
19.898490721,4.0
19.902668538,5.0
19.906846355,7.0
19.911024172,3.0
19.915201990,7.0
19.919379807,8.0
19.923557624,5.0
19.927735441,5.0
19.931913259,7.0
19.936091076,8.0
19.940268893,9.0
19.944446710,8.0
19.948624528,3.0
19.952802345,9.0
19.956980162,10.0
19.961157979,4.0
19.965335797,3.0
19.969513614,8.0
19.973691431,9.0
19.977869248,9.0
19.982047066,13.0
19.986224883,11.0
19.990402700,10.0
19.994580517,15.0
19.998758334,4.0
20.002936152,7.0
20.007113969,10.0
20.011291786,5.0
20.015469603,4.0
20.019647421,5.0
20.023825238,10.0
20.028003055,11.0
20.032180872,5.0
20.036358690,9.0
20.040536507,4.0
20.044714324,11.0
20.048892141,5.0
20.053069959,9.0
20.057247776,9.0
20.061425593,5.0
20.065603410,5.0
20.069781228,8.0
20.073959045,4.0
20.078136862,4.0
20.082314679,4.0
20.086492497,2.0
20.090670314,14.0
20.094848131,8.0
20.099025948,3.0
20.103203766,4.0
20.107381583,5.0
20.111559400,5.0
20.115737217,4.0
20.119915035,7.0
20.124092852,13.0
20.128270669,7.0
20.132448486,9.0
20.136626304,11.0
20.140804121,9.0
20.144981938,10.0
20.149159755,1.0
20.153337573,5.0
20.157515390,7.0
20.161693207,4.0
20.165871024,7.0
20.170048842,13.0
20.174226659,5.0
20.178404476,10.0
20.182582293,5.0
20.186760110,10.0
20.190937928,2.0
20.195115745,5.0
20.199293562,0.0
20.203471379,8.0
20.207649197,5.0
20.211827014,11.0
20.216004831,7.0
20.220182648,13.0
20.224360466,4.0
20.228538283,10.0
20.232716100,8.0
20.236893917,4.0
20.241071735,5.0
20.245249552,7.0
20.249427369,8.0
20.253605186,5.0
20.257783004,1.0
20.261960821,2.0
20.266138638,7.0
20.270316455,10.0
20.274494273,5.0
20.278672090,2.0
20.282849907,4.0
20.287027724,7.0
20.291205542,1.0
20.295383359,8.0
20.299561176,7.0
20.303738993,10.0
20.307916811,8.0
20.312094628,9.0
20.316272445,4.0
20.320450262,14.0
20.324628080,9.0
20.328805897,7.0
20.332983714,5.0
20.337161531,7.0
20.341339349,9.0
20.345517166,5.0
20.349694983,4.0
20.353872800,4.0
20.358050618,10.0
20.362228435,3.0
20.366406252,8.0
20.370584069,2.0
20.374761886,5.0
20.378939704,4.0
20.383117521,5.0
20.387295338,9.0
20.391473155,7.0
20.395650973,10.0
20.399828790,7.0
20.404006607,2.0
20.408184424,7.0
20.412362242,14.0
20.416540059,8.0
20.420717876,1.0
20.424895693,4.0
20.429073511,13.0
20.433251328,11.0
20.437429145,2.0
20.441606962,7.0
20.445784780,4.0
20.449962597,8.0
20.454140414,3.0
20.458318231,4.0
20.462496049,4.0
20.466673866,4.0
20.470851683,8.0
20.475029500,1.0
20.479207318,5.0
20.483385135,4.0
20.487562952,9.0
20.491740769,8.0
20.495918587,9.0
20.500096404,8.0
20.504274221,4.0
20.508452038,10.0
20.512629856,5.0
20.516807673,7.0
20.520985490,4.0
20.525163307,8.0
20.529341125,7.0
20.533518942,4.0
20.537696759,4.0
20.541874576,5.0
20.546052394,9.0
20.550230211,7.0
20.554408028,5.0
20.558585845,4.0
20.562763662,7.0
20.566941480,9.0
20.571119297,8.0
20.575297114,8.0
20.579474931,9.0
20.583652749,7.0
20.587830566,8.0
20.592008383,4.0
20.596186200,11.0
20.600364018,5.0
20.604541835,16.0
20.608719652,4.0
