Angle,Intensity,,,,,,,,,,,,,,,,,
28.141324144,17,,,,,,,,,,,,,,,,,
28.145501961,29,,,,,,,,,,,,,,,,,
28.149679779,24,,,,,,,,,,,,,,,,,
28.153857596,14,,,,,,,,,,,,,,,,,
28.158035413,20,,,,,,,,,,,,,,,,,
28.16221323,16,,,,,,,,,,,,,,,,,
28.166391048,23,,,,,,,,,,,,,,,,,
28.170568865,22,,,,,,,,,,,,,,,,,
28.174746682,29,,,,,,,,,,,,,,,,,
28.178924499,17,,,,,,,,,,,,,,,,,
28.183102317,22,,,,,,,,,,,,,,,,,
28.187280134,35,,,,,,,,,,,,,,,,,
28.191457951,43,,,,,,,,,,,,,,,,,
28.195635768,33,,,,,,,,,,,,,,,,,
28.199813586,37,,,,,,,,,,,,,,,,,
28.203991403,47,,,,,,,,,,,,,,,,,
28.20816922,52,,,,,,,,,,,,,,,,,
28.212347037,42,,,,,,,,,,,,,,,,,
28.216524855,56,,,,,,,,,,,,,,,,,
28.220702672,59,,,,,,,,,,,,,,,,,
28.224880489,58,,,,,,,,,,,,,,,,,
28.229058306,86,,,,,,,,,,,,,,,,,
28.233236123,71,,,,,,,,,,,,,,,,,
28.237413941,75,,,,,,,,,,,,,,,,,
28.241591758,75,,,,,,,,,,,,,,,,,
28.245769575,99,,,,,,,,,,,,,,,,,
28.249947392,90,,,,,,,,,,,,,,,,,
28.25412521,88,,,,,,,,,,,,,,,,,
28.258303027,85,,,,,,,,,,,,,,,,,
28.262480844,86,,,,,,,,,,,,,,,,,
28.266658661,85,,,,,,,,,,,,,,,,,
28.270836479,86,,,,,,,,,,,,,,,,,
28.275014296,81,,,,,,,,,,,,,,,,,
28.279192113,98,,,,,,,,,,,,,,,,,
28.28336993,81,,,,,,,,,,,,,,,,,
28.287547748,73,,,,,,,,,,,,,,,,,
28.291725565,60,,,,,,,,,,,,,,,,,
28.295903382,55,,,,,,,,,,,,,,,,,
28.300081199,46,,,,,,,,,,,,,,,,,
28.304259017,55,,,,,,,,,,,,,,,,,
28.308436834,46,,,,,,,,,,,,,,,,,
28.312614651,52,,,,,,,,,,,,,,,,,
28.316792468,46,,,,,,,,,,,,,,,,,
28.320970286,47,,,,,,,,,,,,,,,,,
28.325148103,50,,,,,,,,,,,,,,,,,
28.32932592,52,,,,,,,,,,,,,,,,,
28.333503737,52,,,,,,,,,,,,,,,,,
28.337681555,50,,,,,,,,,,,,,,,,,
28.341859372,59,,,,,,,,,,,,,,,,,
28.346037189,50,,,,,,,,,,,,,,,,,
28.350215006,28,,,,,,,,,,,,,,,,,
28.354392824,35,,,,,,,,,,,,,,,,,
28.358570641,31,,,,,,,,,,,,,,,,,
28.362748458,30,,,,,,,,,,,,,,,,,
28.366926275,20,,,,,,,,,,,,,,,,,
28.371104093,20,,,,,,,,,,,,,,,,,
28.37528191,20,,,,,,,,,,,,,,,,,
28.379459727,16,,,,,,,,,,,,,,,,,
28.383637544,13,,,,,,,,,,,,,,,,,
28.387815362,22,,,,,,,,,,,,,,,,,
28.391993179,14,,,,,,,,,,,,,,,,,
28.396170996,10,,,,,,,,,,,,,,,,,
28.400348813,7,,,,,,,,,,,,,,,,,
28.404526631,14,,,,,,,,,,,,,,,,,
28.408704448,9,,,,,,,,,,,,,,,,,
28.412882265,17,,,,,,,,,,,,,,,,,
28.417060082,7,,,,,,,,,,,,,,,,,
28.421237899,8,,,,,,,,,,,,,,,,,
28.425415717,5,,,,,,,,,,,,,,,,,
28.429593534,9,,,,,,,,,,,,,,,,,
28.433771351,11,,,,,,,,,,,,,,,,,
28.437949168,7,,,,,,,,,,,,,,,,,
28.442126986,2,,,,,,,,,,,,,,,,,
28.446304803,7,,,,,,,,,,,,,,,,,
28.45048262,8,,,,,,,,,,,,,,,,,
28.454660437,11,,,,,,,,,,,,,,,,,
28.458838255,10,,,,,,,,,,,,,,,,,
28.463016072,9,,,,,,,,,,,,,,,,,
28.467193889,11,,,,,,,,,,,,,,,,,
28.471371706,7,,,,,,,,,,,,,,,,,
28.475549524,7,,,,,,,,,,,,,,,,,
28.479727341,8,,,,,,,,,,,,,,,,,
28.483905158,8,,,,,,,,,,,,,,,,,
28.488082975,9,,,,,,,,,,,,,,,,,
28.492260793,7,,,,,,,,,,,,,,,,,
28.49643861,5,,,,,,,,,,,,,,,,,
28.500616427,8,,,,,,,,,,,,,,,,,
28.504794244,11,,,,,,,,,,,,,,,,,
28.508972062,8,,,,,,,,,,,,,,,,,
28.513149879,3,,,,,,,,,,,,,,,,,
28.517327696,9,,,,,,,,,,,,,,,,,
28.521505513,7,,,,,,,,,,,,,,,,,
28.525683331,4,,,,,,,,,,,,,,,,,
28.529861148,4,,,,,,,,,,,,,,,,,
28.534038965,4,,,,,,,,,,,,,,,,,
28.538216782,13,,,,,,,,,,,,,,,,,
28.5423946,8,,,,,,,,,,,,,,,,,
28.546572417,5,,,,,,,,,,,,,,,,,
28.550750234,5,,,,,,,,,,,,,,,,,
28.554928051,5,,,,,,,,,,,,,,,,,
28.559105869,10,,,,,,,,,,,,,,,,,
28.563283686,5,,,,,,,,,,,,,,,,,
28.567461503,5,,,,,,,,,,,,,,,,,
28.57163932,5,,,,,,,,,,,,,,,,,
28.575817138,7,,,,,,,,,,,,,,,,,
28.579994955,9,,,,,,,,,,,,,,,,,
28.584172772,7,,,,,,,,,,,,,,,,,
28.588350589,7,,,,,,,,,,,,,,,,,
28.592528407,5,,,,,,,,,,,,,,,,,
28.596706224,7,,,,,,,,,,,,,,,,,
28.600884041,8,,,,,,,,,,,,,,,,,
28.605061858,5,,,,,,,,,,,,,,,,,
28.609239675,10,,,,,,,,,,,,,,,,,
28.613417493,2,,,,,,,,,,,,,,,,,
28.61759531,10,,,,,,,,,,,,,,,,,
28.621773127,4,,,,,,,,,,,,,,,,,
28.625950944,1,,,,,,,,,,,,,,,,,
28.630128762,7,,,,,,,,,,,,,,,,,
28.634306579,8,,,,,,,,,,,,,,,,,
28.638484396,8,,,,,,,,,,,,,,,,,
28.642662213,9,,,,,,,,,,,,,,,,,
28.646840031,7,,,,,,,,,,,,,,,,,
28.651017848,5,,,,,,,,,,,,,,,,,
28.655195665,3,,,,,,,,,,,,,,,,,
28.659373482,3,,,,,,,,,,,,,,,,,
28.6635513,4,,,,,,,,,,,,,,,,,
28.667729117,4,,,,,,,,,,,,,,,,,
28.671906934,5,,,,,,,,,,,,,,,,,
28.676084751,10,,,,,,,,,,,,,,,,,
28.680262569,3,,,,,,,,,,,,,,,,,
28.684440386,5,,,,,,,,,,,,,,,,,
28.688618203,4,,,,,,,,,,,,,,,,,
28.69279602,4,,,,,,,,,,,,,,,,,
28.696973838,4,,,,,,,,,,,,,,,,,
28.701151655,7,,,,,,,,,,,,,,,,,
28.705329472,7,,,,,,,,,,,,,,,,,
28.709507289,2,,,,,,,,,,,,,,,,,
28.713685107,5,,,,,,,,,,,,,,,,,
28.717862924,1,,,,,,,,,,,,,,,,,
28.722040741,5,,,,,,,,,,,,,,,,,
28.726218558,3,,,,,,,,,,,,,,,,,
28.730396376,8,,,,,,,,,,,,,,,,,
28.734574193,4,,,,,,,,,,,,,,,,,
28.73875201,7,,,,,,,,,,,,,,,,,
28.742929827,7,,,,,,,,,,,,,,,,,
28.747107645,3,,,,,,,,,,,,,,,,,
28.751285462,5,,,,,,,,,,,,,,,,,
28.755463279,5,,,,,,,,,,,,,,,,,
28.759641096,3,,,,,,,,,,,,,,,,,
28.763818914,3,,,,,,,,,,,,,,,,,
28.767996731,7,,,,,,,,,,,,,,,,,
28.772174548,8,,,,,,,,,,,,,,,,,
28.776352365,9,,,,,,,,,,,,,,,,,
28.780530183,4,,,,,,,,,,,,,,,,,
28.784708,3,,,,,,,,,,,,,,,,,
28.788885817,4,,,,,,,,,,,,,,,,,
28.793063634,1,,,,,,,,,,,,,,,,,
28.797241452,5,,,,,,,,,,,,,,,,,
28.801419269,3,,,,,,,,,,,,,,,,,
28.805597086,4,,,,,,,,,,,,,,,,,
28.809774903,7,,,,,,,,,,,,,,,,,
28.81395272,8,,,,,,,,,,,,,,,,,
28.818130538,3,,,,,,,,,,,,,,,,,
28.822308355,8,,,,,,,,,,,,,,,,,
28.826486172,3,,,,,,,,,,,,,,,,,
28.830663989,5,,,,,,,,,,,,,,,,,
28.834841807,7,,,,,,,,,,,,,,,,,
28.839019624,7,,,,,,,,,,,,,,,,,
28.843197441,5,,,,,,,,,,,,,,,,,
28.847375258,3,,,,,,,,,,,,,,,,,
28.851553076,7,,,,,,,,,,,,,,,,,
28.855730893,7,,,,,,,,,,,,,,,,,
28.85990871,8,,,,,,,,,,,,,,,,,
28.864086527,8,,,,,,,,,,,,,,,,,
28.868264345,4,,,,,,,,,,,,,,,,,
28.872442162,4,,,,,,,,,,,,,,,,,
28.876619979,8,,,,,,,,,,,,,,,,,
28.880797796,9,,,,,,,,,,,,,,,,,
28.884975614,7,,,,,,,,,,,,,,,,,
28.889153431,5,,,,,,,,,,,,,,,,,
28.893331248,1,,,,,,,,,,,,,,,,,
28.897509065,4,,,,,,,,,,,,,,,,,
28.901686883,4,,,,,,,,,,,,,,,,,
28.9058647,4,,,,,,,,,,,,,,,,,
28.910042517,4,,,,,,,,,,,,,,,,,
28.914220334,7,,,,,,,,,,,,,,,,,
28.918398152,9,,,,,,,,,,,,,,,,,
28.922575969,3,,,,,,,,,,,,,,,,,
28.926753786,7,,,,,,,,,,,,,,,,,
28.930931603,4,,,,,,,,,,,,,,,,,
28.935109421,8,,,,,,,,,,,,,,,,,
28.939287238,13,,,,,,,,,,,,,,,,,
28.943465055,8,,,,,,,,,,,,,,,,,
28.947642872,3,,,,,,,,,,,,,,,,,
28.95182069,7,,,,,,,,,,,,,,,,,
28.955998507,2,,,,,,,,,,,,,,,,,
28.960176324,1,,,,,,,,,,,,,,,,,
28.964354141,5,,,,,,,,,,,,,,,,,
28.968531959,1,,,,,,,,,,,,,,,,,
28.972709776,8,,,,,,,,,,,,,,,,,
28.976887593,9,,,,,,,,,,,,,,,,,
28.98106541,4,,,,,,,,,,,,,,,,,
28.985243228,10,,,,,,,,,,,,,,,,,
28.989421045,3,,,,,,,,,,,,,,,,,
28.993598862,5,,,,,,,,,,,,,,,,,
28.997776679,3,,,,,,,,,,,,,,,,,
29.001954496,5,,,,,,,,,,,,,,,,,
29.006132314,9,,,,,,,,,,,,,,,,,
29.010310131,13,,,,,,,,,,,,,,,,,
29.014487948,5,,,,,,,,,,,,,,,,,
29.018665765,3,,,,,,,,,,,,,,,,,
29.022843583,7,,,,,,,,,,,,,,,,,
29.0270214,8,,,,,,,,,,,,,,,,,
29.031199217,8,,,,,,,,,,,,,,,,,
29.035377034,2,,,,,,,,,,,,,,,,,
29.039554852,7,,,,,,,,,,,,,,,,,
29.043732669,2,,,,,,,,,,,,,,,,,
29.047910486,3,,,,,,,,,,,,,,,,,
29.052088303,10,,,,,,,,,,,,,,,,,
29.056266121,4,,,,,,,,,,,,,,,,,
29.060443938,7,,,,,,,,,,,,,,,,,
29.064621755,3,,,,,,,,,,,,,,,,,
29.068799572,9,,,,,,,,,,,,,,,,,
29.07297739,10,,,,,,,,,,,,,,,,,
29.077155207,2,,,,,,,,,,,,,,,,,
29.081333024,5,,,,,,,,,,,,,,,,,
29.085510841,9,,,,,,,,,,,,,,,,,
29.089688659,7,,,,,,,,,,,,,,,,,
29.093866476,2,,,,,,,,,,,,,,,,,
29.098044293,2,,,,,,,,,,,,,,,,,
29.10222211,4,,,,,,,,,,,,,,,,,
29.106399928,8,,,,,,,,,,,,,,,,,
29.110577745,7,,,,,,,,,,,,,,,,,
29.114755562,5,,,,,,,,,,,,,,,,,
29.118933379,5,,,,,,,,,,,,,,,,,
29.123111197,8,,,,,,,,,,,,,,,,,
29.127289014,7,,,,,,,,,,,,,,,,,
29.131466831,7,,,,,,,,,,,,,,,,,
29.135644648,3,,,,,,,,,,,,,,,,,
29.139822466,3,,,,,,,,,,,,,,,,,
29.144000283,1,,,,,,,,,,,,,,,,,
29.1481781,4,,,,,,,,,,,,,,,,,
29.152355917,4,,,,,,,,,,,,,,,,,
29.156533735,8,,,,,,,,,,,,,,,,,
29.160711552,3,,,,,,,,,,,,,,,,,
29.164889369,4,,,,,,,,,,,,,,,,,
29.169067186,5,,,,,,,,,,,,,,,,,
29.173245004,7,,,,,,,,,,,,,,,,,
29.177422821,3,,,,,,,,,,,,,,,,,
29.181600638,8,,,,,,,,,,,,,,,,,
29.185778455,4,,,,,,,,,,,,,,,,,
29.189956272,2,,,,,,,,,,,,,,,,,
29.19413409,8,,,,,,,,,,,,,,,,,
29.198311907,1,,,,,,,,,,,,,,,,,
29.202489724,2,,,,,,,,,,,,,,,,,
29.206667541,7,,,,,,,,,,,,,,,,,
29.210845359,3,,,,,,,,,,,,,,,,,
29.215023176,4,,,,,,,,,,,,,,,,,
29.219200993,1,,,,,,,,,,,,,,,,,
29.22337881,8,,,,,,,,,,,,,,,,,
29.227556628,4,,,,,,,,,,,,,,,,,
29.231734445,10,,,,,,,,,,,,,,,,,
29.235912262,5,,,,,,,,,,,,,,,,,
29.240090079,2,,,,,,,,,,,,,,,,,
29.244267897,5,,,,,,,,,,,,,,,,,
29.248445714,8,,,,,,,,,,,,,,,,,
29.252623531,4,,,,,,,,,,,,,,,,,
29.256801348,10,,,,,,,,,,,,,,,,,
29.260979166,2,,,,,,,,,,,,,,,,,
29.265156983,3,,,,,,,,,,,,,,,,,
29.2693348,9,,,,,,,,,,,,,,,,,
29.273512617,7,,,,,,,,,,,,,,,,,
29.277690435,2,,,,,,,,,,,,,,,,,
29.281868252,4,,,,,,,,,,,,,,,,,
29.286046069,2,,,,,,,,,,,,,,,,,
29.290223886,8,,,,,,,,,,,,,,,,,
29.294401704,3,,,,,,,,,,,,,,,,,
29.298579521,4,,,,,,,,,,,,,,,,,
29.302757338,5,,,,,,,,,,,,,,,,,
29.306935155,8,,,,,,,,,,,,,,,,,
29.311112973,9,,,,,,,,,,,,,,,,,
29.31529079,4,,,,,,,,,,,,,,,,,
29.319468607,1,,,,,,,,,,,,,,,,,
29.323646424,3,,,,,,,,,,,,,,,,,
29.327824242,5,,,,,,,,,,,,,,,,,
29.332002059,4,,,,,,,,,,,,,,,,,
29.336179876,10,,,,,,,,,,,,,,,,,
29.340357693,5,,,,,,,,,,,,,,,,,
29.344535511,10,,,,,,,,,,,,,,,,,
29.348713328,7,,,,,,,,,,,,,,,,,
29.352891145,4,,,,,,,,,,,,,,,,,
29.357068962,2,,,,,,,,,,,,,,,,,
29.36124678,14,,,,,,,,,,,,,,,,,
29.365424597,10,,,,,,,,,,,,,,,,,
29.369602414,3,,,,,,,,,,,,,,,,,
29.373780231,18,,,,,,,,,,,,,,,,,
29.377958048,9,,,,,,,,,,,,,,,,,
29.382135866,14,,,,,,,,,,,,,,,,,
29.386313683,8,,,,,,,,,,,,,,,,,
29.3904915,5,,,,,,,,,,,,,,,,,
29.394669317,8,,,,,,,,,,,,,,,,,
29.398847135,5,,,,,,,,,,,,,,,,,
29.403024952,9,,,,,,,,,,,,,,,,,
29.407202769,9,,,,,,,,,,,,,,,,,
29.411380586,3,,,,,,,,,,,,,,,,,
29.415558404,8,,,,,,,,,,,,,,,,,
29.419736221,8,,,,,,,,,,,,,,,,,
29.423914038,3,,,,,,,,,,,,,,,,,
29.428091855,10,,,,,,,,,,,,,,,,,
29.432269673,4,,,,,,,,,,,,,,,,,
29.43644749,3,,,,,,,,,,,,,,,,,
29.440625307,0,,,,,,,,,,,,,,,,,
29.444803124,10,,,,,,,,,,,,,,,,,
29.448980942,5,,,,,,,,,,,,,,,,,
29.453158759,1,,,,,,,,,,,,,,,,,
29.457336576,8,,,,,,,,,,,,,,,,,
29.461514393,9,,,,,,,,,,,,,,,,,
29.465692211,8,,,,,,,,,,,,,,,,,
29.469870028,2,,,,,,,,,,,,,,,,,
29.474047845,4,,,,,,,,,,,,,,,,,
29.478225662,3,,,,,,,,,,,,,,,,,
29.48240348,3,,,,,,,,,,,,,,,,,
29.486581297,13,,,,,,,,,,,,,,,,,
29.490759114,7,,,,,,,,,,,,,,,,,
29.494936931,4,,,,,,,,,,,,,,,,,
29.499114749,7,,,,,,,,,,,,,,,,,
29.503292566,5,,,,,,,,,,,,,,,,,
29.507470383,4,,,,,,,,,,,,,,,,,
29.5116482,8,,,,,,,,,,,,,,,,,
29.515826018,8,,,,,,,,,,,,,,,,,
29.520003835,0,,,,,,,,,,,,,,,,,
29.524181652,4,,,,,,,,,,,,,,,,,
29.528359469,2,,,,,,,,,,,,,,,,,
29.532537287,8,,,,,,,,,,,,,,,,,
29.536715104,9,,,,,,,,,,,,,,,,,
29.540892921,10,,,,,,,,,,,,,,,,,
29.545070738,8,,,,,,,,,,,,,,,,,
29.549248556,1,,,,,,,,,,,,,,,,,
29.553426373,5,,,,,,,,,,,,,,,,,
29.55760419,9,,,,,,,,,,,,,,,,,
29.561782007,8,,,,,,,,,,,,,,,,,
29.565959824,3,,,,,,,,,,,,,,,,,
29.570137642,9,,,,,,,,,,,,,,,,,
29.574315459,5,,,,,,,,,,,,,,,,,
29.578493276,9,,,,,,,,,,,,,,,,,
29.582671093,8,,,,,,,,,,,,,,,,,
29.586848911,8,,,,,,,,,,,,,,,,,
29.591026728,5,,,,,,,,,,,,,,,,,
29.595204545,5,,,,,,,,,,,,,,,,,
29.599382362,5,,,,,,,,,,,,,,,,,
29.60356018,8,,,,,,,,,,,,,,,,,
29.607737997,11,,,,,,,,,,,,,,,,,
29.611915814,9,,,,,,,,,,,,,,,,,
29.616093631,10,,,,,,,,,,,,,,,,,
29.620271449,10,,,,,,,,,,,,,,,,,
29.624449266,15,,,,,,,,,,,,,,,,,
29.628627083,9,,,,,,,,,,,,,,,,,
29.6328049,7,,,,,,,,,,,,,,,,,
29.636982718,3,,,,,,,,,,,,,,,,,
29.641160535,7,,,,,,,,,,,,,,,,,
29.645338352,15,,,,,,,,,,,,,,,,,
29.649516169,2,,,,,,,,,,,,,,,,,
29.653693987,8,,,,,,,,,,,,,,,,,
29.657871804,4,,,,,,,,,,,,,,,,,
29.662049621,8,,,,,,,,,,,,,,,,,
29.666227438,4,,,,,,,,,,,,,,,,,
29.670405256,5,,,,,,,,,,,,,,,,,
29.674583073,9,,,,,,,,,,,,,,,,,
29.67876089,5,,,,,,,,,,,,,,,,,
29.682938707,4,,,,,,,,,,,,,,,,,
29.687116525,7,,,,,,,,,,,,,,,,,
29.691294342,7,,,,,,,,,,,,,,,,,
29.695472159,15,,,,,,,,,,,,,,,,,
29.699649976,7,,,,,,,,,,,,,,,,,
29.703827794,2,,,,,,,,,,,,,,,,,
29.708005611,9,,,,,,,,,,,,,,,,,
29.712183428,2,,,,,,,,,,,,,,,,,
29.716361245,7,,,,,,,,,,,,,,,,,
29.720539063,8,,,,,,,,,,,,,,,,,
29.72471688,2,,,,,,,,,,,,,,,,,
29.728894697,11,,,,,,,,,,,,,,,,,
29.733072514,8,,,,,,,,,,,,,,,,,
29.737250332,11,,,,,,,,,,,,,,,,,
29.741428149,7,,,,,,,,,,,,,,,,,
29.745605966,4,,,,,,,,,,,,,,,,,
29.749783783,9,,,,,,,,,,,,,,,,,
29.753961601,4,,,,,,,,,,,,,,,,,
29.758139418,9,,,,,,,,,,,,,,,,,
29.762317235,8,,,,,,,,,,,,,,,,,
29.766495052,9,,,,,,,,,,,,,,,,,
29.770672869,9,,,,,,,,,,,,,,,,,
29.774850687,13,,,,,,,,,,,,,,,,,
29.779028504,2,,,,,,,,,,,,,,,,,
29.783206321,1,,,,,,,,,,,,,,,,,
29.787384138,5,,,,,,,,,,,,,,,,,
29.791561956,7,,,,,,,,,,,,,,,,,
29.795739773,10,,,,,,,,,,,,,,,,,
29.79991759,8,,,,,,,,,,,,,,,,,
29.804095407,4,,,,,,,,,,,,,,,,,
29.808273225,9,,,,,,,,,,,,,,,,,
29.812451042,10,,,,,,,,,,,,,,,,,
29.816628859,4,,,,,,,,,,,,,,,,,
29.820806676,3,,,,,,,,,,,,,,,,,
29.824984494,5,,,,,,,,,,,,,,,,,
29.829162311,7,,,,,,,,,,,,,,,,,
29.833340128,7,,,,,,,,,,,,,,,,,
29.837517945,4,,,,,,,,,,,,,,,,,
29.841695763,10,,,,,,,,,,,,,,,,,
29.84587358,1,,,,,,,,,,,,,,,,,
29.850051397,10,,,,,,,,,,,,,,,,,
29.854229214,7,,,,,,,,,,,,,,,,,
29.858407032,4,,,,,,,,,,,,,,,,,
29.862584849,8,,,,,,,,,,,,,,,,,
29.866762666,7,,,,,,,,,,,,,,,,,
29.870940483,8,,,,,,,,,,,,,,,,,
29.875118301,5,,,,,,,,,,,,,,,,,
29.879296118,4,,,,,,,,,,,,,,,,,
29.883473935,4,,,,,,,,,,,,,,,,,
29.887651752,14,,,,,,,,,,,,,,,,,
29.89182957,9,,,,,,,,,,,,,,,,,
29.896007387,8,,,,,,,,,,,,,,,,,
29.900185204,11,,,,,,,,,,,,,,,,,
29.904363021,13,,,,,,,,,,,,,,,,,
29.908540839,4,,,,,,,,,,,,,,,,,
29.912718656,8,,,,,,,,,,,,,,,,,
29.916896473,5,,,,,,,,,,,,,,,,,
29.92107429,11,,,,,,,,,,,,,,,,,
29.925252108,3,,,,,,,,,,,,,,,,,
29.929429925,5,,,,,,,,,,,,,,,,,
29.933607742,5,,,,,,,,,,,,,,,,,
29.937785559,4,,,,,,,,,,,,,,,,,
29.941963377,13,,,,,,,,,,,,,,,,,
29.946141194,3,,,,,,,,,,,,,,,,,
29.950319011,7,,,,,,,,,,,,,,,,,
29.954496828,7,,,,,,,,,,,,,,,,,
29.958674645,3,,,,,,,,,,,,,,,,,
29.962852463,9,,,,,,,,,,,,,,,,,
29.96703028,7,,,,,,,,,,,,,,,,,
29.971208097,9,,,,,,,,,,,,,,,,,
29.975385914,8,,,,,,,,,,,,,,,,,
29.979563732,4,,,,,,,,,,,,,,,,,
29.983741549,8,,,,,,,,,,,,,,,,,
29.987919366,8,,,,,,,,,,,,,,,,,
29.992097183,9,,,,,,,,,,,,,,,,,
29.996275001,4,,,,,,,,,,,,,,,,,
30.000452818,5,,,,,,,,,,,,,,,,,
30.004630635,10,,,,,,,,,,,,,,,,,
30.008808452,8,,,,,,,,,,,,,,,,,
30.01298627,11,,,,,,,,,,,,,,,,,
30.017164087,7,,,,,,,,,,,,,,,,,
30.021341904,13,,,,,,,,,,,,,,,,,
30.025519721,4,,,,,,,,,,,,,,,,,
30.029697539,13,,,,,,,,,,,,,,,,,
30.033875356,8,,,,,,,,,,,,,,,,,
30.038053173,7,,,,,,,,,,,,,,,,,
30.04223099,10,,,,,,,,,,,,,,,,,
30.046408808,10,,,,,,,,,,,,,,,,,
30.050586625,5,,,,,,,,,,,,,,,,,
30.054764442,7,,,,,,,,,,,,,,,,,
30.058942259,3,,,,,,,,,,,,,,,,,
30.063120077,7,,,,,,,,,,,,,,,,,
30.067297894,11,,,,,,,,,,,,,,,,,
30.071475711,9,,,,,,,,,,,,,,,,,
30.075653528,3,,,,,,,,,,,,,,,,,
30.079831346,15,,,,,,,,,,,,,,,,,
30.084009163,8,,,,,,,,,,,,,,,,,
30.08818698,9,,,,,,,,,,,,,,,,,
30.092364797,7,,,,,,,,,,,,,,,,,
30.096542615,2,,,,,,,,,,,,,,,,,
30.100720432,3,,,,,,,,,,,,,,,,,
30.104898249,10,,,,,,,,,,,,,,,,,
30.109076066,7,,,,,,,,,,,,,,,,,
30.113253884,7,,,,,,,,,,,,,,,,,
30.117431701,10,,,,,,,,,,,,,,,,,
30.121609518,9,,,,,,,,,,,,,,,,,
30.125787335,10,,,,,,,,,,,,,,,,,
30.129965153,11,,,,,,,,,,,,,,,,,
30.13414297,7,,,,,,,,,,,,,,,,,
30.138320787,2,,,,,,,,,,,,,,,,,
30.142498604,9,,,,,,,,,,,,,,,,,
30.146676421,10,,,,,,,,,,,,,,,,,
30.150854239,7,,,,,,,,,,,,,,,,,
30.155032056,8,,,,,,,,,,,,,,,,,
30.159209873,5,,,,,,,,,,,,,,,,,
30.16338769,7,,,,,,,,,,,,,,,,,
30.167565508,7,,,,,,,,,,,,,,,,,
30.171743325,2,,,,,,,,,,,,,,,,,
30.175921142,7,,,,,,,,,,,,,,,,,
30.180098959,9,,,,,,,,,,,,,,,,,
30.184276777,14,,,,,,,,,,,,,,,,,
30.188454594,4,,,,,,,,,,,,,,,,,
30.192632411,3,,,,,,,,,,,,,,,,,
30.196810228,11,,,,,,,,,,,,,,,,,
30.200988046,10,,,,,,,,,,,,,,,,,
30.205165863,5,,,,,,,,,,,,,,,,,
30.20934368,10,,,,,,,,,,,,,,,,,
30.213521497,4,,,,,,,,,,,,,,,,,
30.217699315,10,,,,,,,,,,,,,,,,,
30.221877132,10,,,,,,,,,,,,,,,,,
30.226054949,7,,,,,,,,,,,,,,,,,
30.230232766,7,,,,,,,,,,,,,,,,,
30.234410584,4,,,,,,,,,,,,,,,,,
30.238588401,10,,,,,,,,,,,,,,,,,
30.242766218,10,,,,,,,,,,,,,,,,,
30.246944035,9,,,,,,,,,,,,,,,,,
30.251121853,9,,,,,,,,,,,,,,,,,
30.25529967,7,,,,,,,,,,,,,,,,,
30.259477487,8,,,,,,,,,,,,,,,,,
30.263655304,13,,,,,,,,,,,,,,,,,
30.267833122,5,,,,,,,,,,,,,,,,,
30.272010939,2,,,,,,,,,,,,,,,,,
30.276188756,3,,,,,,,,,,,,,,,,,
30.280366573,5,,,,,,,,,,,,,,,,,
30.284544391,11,,,,,,,,,,,,,,,,,
30.288722208,8,,,,,,,,,,,,,,,,,
30.292900025,13,,,,,,,,,,,,,,,,,
30.297077842,7,,,,,,,,,,,,,,,,,
30.30125566,7,,,,,,,,,,,,,,,,,
30.305433477,8,,,,,,,,,,,,,,,,,
30.309611294,9,,,,,,,,,,,,,,,,,
30.313789111,9,,,,,,,,,,,,,,,,,
30.317966929,11,,,,,,,,,,,,,,,,,
30.322144746,8,,,,,,,,,,,,,,,,,
30.326322563,9,,,,,,,,,,,,,,,,,
30.33050038,7,,,,,,,,,,,,,,,,,
30.334678197,20,,,,,,,,,,,,,,,,,
30.338856015,13,,,,,,,,,,,,,,,,,
30.343033832,8,,,,,,,,,,,,,,,,,
30.347211649,5,,,,,,,,,,,,,,,,,
30.351389466,14,,,,,,,,,,,,,,,,,
30.355567284,5,,,,,,,,,,,,,,,,,
30.359745101,10,,,,,,,,,,,,,,,,,
30.363922918,10,,,,,,,,,,,,,,,,,
30.368100735,9,,,,,,,,,,,,,,,,,
30.372278553,9,,,,,,,,,,,,,,,,,
30.37645637,4,,,,,,,,,,,,,,,,,
30.380634187,10,,,,,,,,,,,,,,,,,
30.384812004,11,,,,,,,,,,,,,,,,,
30.388989822,9,,,,,,,,,,,,,,,,,
30.393167639,8,,,,,,,,,,,,,,,,,
30.397345456,9,,,,,,,,,,,,,,,,,
30.401523273,7,,,,,,,,,,,,,,,,,
30.405701091,10,,,,,,,,,,,,,,,,,
30.409878908,4,,,,,,,,,,,,,,,,,
30.414056725,3,,,,,,,,,,,,,,,,,
30.418234542,10,,,,,,,,,,,,,,,,,
30.42241236,9,,,,,,,,,,,,,,,,,
30.426590177,21,,,,,,,,,,,,,,,,,
30.430767994,10,,,,,,,,,,,,,,,,,
30.434945811,11,,,,,,,,,,,,,,,,,
30.439123629,13,,,,,,,,,,,,,,,,,
30.443301446,8,,,,,,,,,,,,,,,,,
30.447479263,13,,,,,,,,,,,,,,,,,
30.45165708,11,,,,,,,,,,,,,,,,,
30.455834898,8,,,,,,,,,,,,,,,,,
30.460012715,10,,,,,,,,,,,,,,,,,
30.464190532,15,,,,,,,,,,,,,,,,,
30.468368349,11,,,,,,,,,,,,,,,,,
30.472546167,13,,,,,,,,,,,,,,,,,
