Angle,Intensity,,,,,,,,,,,,,,,,,
37.528879493,4,,,,,,,,,,,,,,,,,
37.53305731,1,,,,,,,,,,,,,,,,,
37.537235127,5,,,,,,,,,,,,,,,,,
37.541412944,2,,,,,,,,,,,,,,,,,
37.545590762,7,,,,,,,,,,,,,,,,,
37.549768579,9,,,,,,,,,,,,,,,,,
37.553946396,2,,,,,,,,,,,,,,,,,
37.558124213,1,,,,,,,,,,,,,,,,,
37.562302031,1,,,,,,,,,,,,,,,,,
37.566479848,4,,,,,,,,,,,,,,,,,
37.570657665,4,,,,,,,,,,,,,,,,,
37.574835482,4,,,,,,,,,,,,,,,,,
37.5790133,5,,,,,,,,,,,,,,,,,
37.583191117,5,,,,,,,,,,,,,,,,,
37.587368934,4,,,,,,,,,,,,,,,,,
37.591546751,3,,,,,,,,,,,,,,,,,
37.595724569,5,,,,,,,,,,,,,,,,,
37.599902386,5,,,,,,,,,,,,,,,,,
37.604080203,0,,,,,,,,,,,,,,,,,
37.60825802,2,,,,,,,,,,,,,,,,,
37.612435837,1,,,,,,,,,,,,,,,,,
37.616613655,2,,,,,,,,,,,,,,,,,
37.620791472,4,,,,,,,,,,,,,,,,,
37.624969289,2,,,,,,,,,,,,,,,,,
37.629147106,5,,,,,,,,,,,,,,,,,
37.633324924,5,,,,,,,,,,,,,,,,,
37.637502741,1,,,,,,,,,,,,,,,,,
37.641680558,3,,,,,,,,,,,,,,,,,
37.645858375,2,,,,,,,,,,,,,,,,,
37.650036193,7,,,,,,,,,,,,,,,,,
37.65421401,7,,,,,,,,,,,,,,,,,
37.658391827,4,,,,,,,,,,,,,,,,,
37.662569644,3,,,,,,,,,,,,,,,,,
37.666747462,7,,,,,,,,,,,,,,,,,
37.670925279,4,,,,,,,,,,,,,,,,,
37.675103096,3,,,,,,,,,,,,,,,,,
37.679280913,2,,,,,,,,,,,,,,,,,
37.683458731,2,,,,,,,,,,,,,,,,,
37.687636548,3,,,,,,,,,,,,,,,,,
37.691814365,7,,,,,,,,,,,,,,,,,
37.695992182,2,,,,,,,,,,,,,,,,,
37.70017,4,,,,,,,,,,,,,,,,,
37.704347817,8,,,,,,,,,,,,,,,,,
37.708525634,9,,,,,,,,,,,,,,,,,
37.712703451,2,,,,,,,,,,,,,,,,,
37.716881269,11,,,,,,,,,,,,,,,,,
37.721059086,7,,,,,,,,,,,,,,,,,
37.725236903,2,,,,,,,,,,,,,,,,,
37.72941472,3,,,,,,,,,,,,,,,,,
37.733592538,4,,,,,,,,,,,,,,,,,
37.737770355,3,,,,,,,,,,,,,,,,,
37.741948172,8,,,,,,,,,,,,,,,,,
37.746125989,5,,,,,,,,,,,,,,,,,
37.750303807,7,,,,,,,,,,,,,,,,,
37.754481624,0,,,,,,,,,,,,,,,,,
37.758659441,8,,,,,,,,,,,,,,,,,
37.762837258,2,,,,,,,,,,,,,,,,,
37.767015076,9,,,,,,,,,,,,,,,,,
37.771192893,7,,,,,,,,,,,,,,,,,
37.77537071,3,,,,,,,,,,,,,,,,,
37.779548527,3,,,,,,,,,,,,,,,,,
37.783726345,4,,,,,,,,,,,,,,,,,
37.787904162,3,,,,,,,,,,,,,,,,,
37.792081979,5,,,,,,,,,,,,,,,,,
37.796259796,10,,,,,,,,,,,,,,,,,
37.800437614,4,,,,,,,,,,,,,,,,,
37.804615431,4,,,,,,,,,,,,,,,,,
37.808793248,2,,,,,,,,,,,,,,,,,
37.812971065,5,,,,,,,,,,,,,,,,,
37.817148882,3,,,,,,,,,,,,,,,,,
37.8213267,4,,,,,,,,,,,,,,,,,
37.825504517,1,,,,,,,,,,,,,,,,,
37.829682334,8,,,,,,,,,,,,,,,,,
37.833860151,5,,,,,,,,,,,,,,,,,
37.838037969,5,,,,,,,,,,,,,,,,,
37.842215786,7,,,,,,,,,,,,,,,,,
37.846393603,5,,,,,,,,,,,,,,,,,
37.85057142,5,,,,,,,,,,,,,,,,,
37.854749238,4,,,,,,,,,,,,,,,,,
37.858927055,3,,,,,,,,,,,,,,,,,
37.863104872,3,,,,,,,,,,,,,,,,,
37.867282689,3,,,,,,,,,,,,,,,,,
37.871460507,4,,,,,,,,,,,,,,,,,
37.875638324,5,,,,,,,,,,,,,,,,,
37.879816141,2,,,,,,,,,,,,,,,,,
37.883993958,5,,,,,,,,,,,,,,,,,
37.888171776,3,,,,,,,,,,,,,,,,,
37.892349593,4,,,,,,,,,,,,,,,,,
37.89652741,5,,,,,,,,,,,,,,,,,
37.900705227,8,,,,,,,,,,,,,,,,,
37.904883045,4,,,,,,,,,,,,,,,,,
37.909060862,3,,,,,,,,,,,,,,,,,
37.913238679,8,,,,,,,,,,,,,,,,,
37.917416496,5,,,,,,,,,,,,,,,,,
37.921594314,3,,,,,,,,,,,,,,,,,
37.925772131,5,,,,,,,,,,,,,,,,,
37.929949948,3,,,,,,,,,,,,,,,,,
37.934127765,2,,,,,,,,,,,,,,,,,
37.938305583,4,,,,,,,,,,,,,,,,,
37.9424834,2,,,,,,,,,,,,,,,,,
37.946661217,5,,,,,,,,,,,,,,,,,
37.950839034,3,,,,,,,,,,,,,,,,,
37.955016852,4,,,,,,,,,,,,,,,,,
37.959194669,8,,,,,,,,,,,,,,,,,
37.963372486,10,,,,,,,,,,,,,,,,,
37.967550303,1,,,,,,,,,,,,,,,,,
37.971728121,5,,,,,,,,,,,,,,,,,
37.975905938,7,,,,,,,,,,,,,,,,,
37.980083755,5,,,,,,,,,,,,,,,,,
37.984261572,5,,,,,,,,,,,,,,,,,
37.98843939,13,,,,,,,,,,,,,,,,,
37.992617207,3,,,,,,,,,,,,,,,,,
37.996795024,1,,,,,,,,,,,,,,,,,
38.000972841,2,,,,,,,,,,,,,,,,,
38.005150658,14,,,,,,,,,,,,,,,,,
38.009328476,7,,,,,,,,,,,,,,,,,
38.013506293,5,,,,,,,,,,,,,,,,,
38.01768411,5,,,,,,,,,,,,,,,,,
38.021861927,9,,,,,,,,,,,,,,,,,
38.026039745,8,,,,,,,,,,,,,,,,,
38.030217562,4,,,,,,,,,,,,,,,,,
38.034395379,4,,,,,,,,,,,,,,,,,
38.038573196,2,,,,,,,,,,,,,,,,,
38.042751014,10,,,,,,,,,,,,,,,,,
38.046928831,8,,,,,,,,,,,,,,,,,
38.051106648,2,,,,,,,,,,,,,,,,,
38.055284465,7,,,,,,,,,,,,,,,,,
38.059462283,7,,,,,,,,,,,,,,,,,
38.0636401,10,,,,,,,,,,,,,,,,,
38.067817917,8,,,,,,,,,,,,,,,,,
38.071995734,4,,,,,,,,,,,,,,,,,
38.076173552,7,,,,,,,,,,,,,,,,,
38.080351369,4,,,,,,,,,,,,,,,,,
38.084529186,11,,,,,,,,,,,,,,,,,
38.088707003,4,,,,,,,,,,,,,,,,,
38.092884821,13,,,,,,,,,,,,,,,,,
38.097062638,14,,,,,,,,,,,,,,,,,
38.101240455,9,,,,,,,,,,,,,,,,,
38.105418272,13,,,,,,,,,,,,,,,,,
38.10959609,10,,,,,,,,,,,,,,,,,
38.113773907,7,,,,,,,,,,,,,,,,,
38.117951724,13,,,,,,,,,,,,,,,,,
38.122129541,8,,,,,,,,,,,,,,,,,
38.126307359,15,,,,,,,,,,,,,,,,,
38.130485176,5,,,,,,,,,,,,,,,,,
38.134662993,14,,,,,,,,,,,,,,,,,
38.13884081,16,,,,,,,,,,,,,,,,,
38.143018628,8,,,,,,,,,,,,,,,,,
38.147196445,15,,,,,,,,,,,,,,,,,
38.151374262,9,,,,,,,,,,,,,,,,,
38.155552079,10,,,,,,,,,,,,,,,,,
38.159729897,13,,,,,,,,,,,,,,,,,
38.163907714,11,,,,,,,,,,,,,,,,,
38.168085531,15,,,,,,,,,,,,,,,,,
38.172263348,14,,,,,,,,,,,,,,,,,
38.176441166,14,,,,,,,,,,,,,,,,,
38.180618983,10,,,,,,,,,,,,,,,,,
38.1847968,9,,,,,,,,,,,,,,,,,
38.188974617,17,,,,,,,,,,,,,,,,,
38.193152434,9,,,,,,,,,,,,,,,,,
38.197330252,26,,,,,,,,,,,,,,,,,
38.201508069,18,,,,,,,,,,,,,,,,,
38.205685886,22,,,,,,,,,,,,,,,,,
38.209863703,16,,,,,,,,,,,,,,,,,
38.214041521,24,,,,,,,,,,,,,,,,,
38.218219338,23,,,,,,,,,,,,,,,,,
38.222397155,15,,,,,,,,,,,,,,,,,
38.226574972,41,,,,,,,,,,,,,,,,,
38.23075279,18,,,,,,,,,,,,,,,,,
38.234930607,27,,,,,,,,,,,,,,,,,
38.239108424,26,,,,,,,,,,,,,,,,,
38.243286241,23,,,,,,,,,,,,,,,,,
38.247464059,27,,,,,,,,,,,,,,,,,
38.251641876,31,,,,,,,,,,,,,,,,,
38.255819693,34,,,,,,,,,,,,,,,,,
38.25999751,16,,,,,,,,,,,,,,,,,
38.264175328,29,,,,,,,,,,,,,,,,,
38.268353145,43,,,,,,,,,,,,,,,,,
38.272530962,37,,,,,,,,,,,,,,,,,
38.276708779,59,,,,,,,,,,,,,,,,,
38.280886597,39,,,,,,,,,,,,,,,,,
38.285064414,52,,,,,,,,,,,,,,,,,
38.289242231,41,,,,,,,,,,,,,,,,,
38.293420048,48,,,,,,,,,,,,,,,,,
38.297597866,54,,,,,,,,,,,,,,,,,
38.301775683,67,,,,,,,,,,,,,,,,,
38.3059535,65,,,,,,,,,,,,,,,,,
38.310131317,60,,,,,,,,,,,,,,,,,
38.314309135,65,,,,,,,,,,,,,,,,,
38.318486952,81,,,,,,,,,,,,,,,,,
38.322664769,78,,,,,,,,,,,,,,,,,
38.326842586,91,,,,,,,,,,,,,,,,,
38.331020404,85,,,,,,,,,,,,,,,,,
38.335198221,99,,,,,,,,,,,,,,,,,
38.339376038,97,,,,,,,,,,,,,,,,,
38.343553855,94,,,,,,,,,,,,,,,,,
38.347731673,90,,,,,,,,,,,,,,,,,
38.35190949,99,,,,,,,,,,,,,,,,,
38.356087307,104,,,,,,,,,,,,,,,,,
38.360265124,122,,,,,,,,,,,,,,,,,
38.364442942,106,,,,,,,,,,,,,,,,,
38.368620759,118,,,,,,,,,,,,,,,,,
38.372798576,112,,,,,,,,,,,,,,,,,
38.376976393,122,,,,,,,,,,,,,,,,,
38.38115421,122,,,,,,,,,,,,,,,,,
38.385332028,114,,,,,,,,,,,,,,,,,
38.389509845,139,,,,,,,,,,,,,,,,,
38.393687662,137,,,,,,,,,,,,,,,,,
38.397865479,116,,,,,,,,,,,,,,,,,
38.402043297,135,,,,,,,,,,,,,,,,,
38.406221114,154,,,,,,,,,,,,,,,,,
38.410398931,131,,,,,,,,,,,,,,,,,
38.414576748,132,,,,,,,,,,,,,,,,,
38.418754566,130,,,,,,,,,,,,,,,,,
38.422932383,127,,,,,,,,,,,,,,,,,
38.4271102,137,,,,,,,,,,,,,,,,,
38.431288017,144,,,,,,,,,,,,,,,,,
38.435465835,175,,,,,,,,,,,,,,,,,
38.439643652,122,,,,,,,,,,,,,,,,,
38.443821469,145,,,,,,,,,,,,,,,,,
38.447999286,138,,,,,,,,,,,,,,,,,
38.452177104,132,,,,,,,,,,,,,,,,,
38.456354921,120,,,,,,,,,,,,,,,,,
38.460532738,129,,,,,,,,,,,,,,,,,
38.464710555,135,,,,,,,,,,,,,,,,,
38.468888373,132,,,,,,,,,,,,,,,,,
38.47306619,131,,,,,,,,,,,,,,,,,
38.477244007,138,,,,,,,,,,,,,,,,,
38.481421824,124,,,,,,,,,,,,,,,,,
38.485599642,131,,,,,,,,,,,,,,,,,
38.489777459,130,,,,,,,,,,,,,,,,,
38.493955276,135,,,,,,,,,,,,,,,,,
38.498133093,137,,,,,,,,,,,,,,,,,
38.502310911,129,,,,,,,,,,,,,,,,,
38.506488728,122,,,,,,,,,,,,,,,,,
38.510666545,119,,,,,,,,,,,,,,,,,
38.514844362,118,,,,,,,,,,,,,,,,,
38.51902218,112,,,,,,,,,,,,,,,,,
38.523199997,146,,,,,,,,,,,,,,,,,
38.527377814,116,,,,,,,,,,,,,,,,,
38.531555631,130,,,,,,,,,,,,,,,,,
38.535733449,119,,,,,,,,,,,,,,,,,
38.539911266,116,,,,,,,,,,,,,,,,,
38.544089083,98,,,,,,,,,,,,,,,,,
38.5482669,122,,,,,,,,,,,,,,,,,
38.552444718,98,,,,,,,,,,,,,,,,,
38.556622535,104,,,,,,,,,,,,,,,,,
38.560800352,104,,,,,,,,,,,,,,,,,
38.564978169,79,,,,,,,,,,,,,,,,,
38.569155987,90,,,,,,,,,,,,,,,,,
38.573333804,86,,,,,,,,,,,,,,,,,
38.577511621,72,,,,,,,,,,,,,,,,,
38.581689438,95,,,,,,,,,,,,,,,,,
38.585867255,74,,,,,,,,,,,,,,,,,
38.590045073,81,,,,,,,,,,,,,,,,,
38.59422289,66,,,,,,,,,,,,,,,,,
38.598400707,72,,,,,,,,,,,,,,,,,
38.602578524,84,,,,,,,,,,,,,,,,,
38.606756342,69,,,,,,,,,,,,,,,,,
38.610934159,63,,,,,,,,,,,,,,,,,
38.615111976,50,,,,,,,,,,,,,,,,,
38.619289793,66,,,,,,,,,,,,,,,,,
38.623467611,65,,,,,,,,,,,,,,,,,
38.627645428,69,,,,,,,,,,,,,,,,,
38.631823245,60,,,,,,,,,,,,,,,,,
38.636001062,52,,,,,,,,,,,,,,,,,
38.64017888,67,,,,,,,,,,,,,,,,,
38.644356697,42,,,,,,,,,,,,,,,,,
38.648534514,60,,,,,,,,,,,,,,,,,
38.652712331,65,,,,,,,,,,,,,,,,,
38.656890149,50,,,,,,,,,,,,,,,,,
38.661067966,37,,,,,,,,,,,,,,,,,
38.665245783,41,,,,,,,,,,,,,,,,,
38.6694236,56,,,,,,,,,,,,,,,,,
38.673601418,37,,,,,,,,,,,,,,,,,
38.677779235,36,,,,,,,,,,,,,,,,,
38.681957052,60,,,,,,,,,,,,,,,,,
38.686134869,54,,,,,,,,,,,,,,,,,
38.690312687,42,,,,,,,,,,,,,,,,,
38.694490504,34,,,,,,,,,,,,,,,,,
38.698668321,31,,,,,,,,,,,,,,,,,
38.702846138,36,,,,,,,,,,,,,,,,,
38.707023956,29,,,,,,,,,,,,,,,,,
38.711201773,39,,,,,,,,,,,,,,,,,
38.71537959,24,,,,,,,,,,,,,,,,,
38.719557407,49,,,,,,,,,,,,,,,,,
38.723735225,36,,,,,,,,,,,,,,,,,
38.727913042,31,,,,,,,,,,,,,,,,,
38.732090859,34,,,,,,,,,,,,,,,,,
38.736268676,36,,,,,,,,,,,,,,,,,
38.740446494,36,,,,,,,,,,,,,,,,,
38.744624311,26,,,,,,,,,,,,,,,,,
38.748802128,21,,,,,,,,,,,,,,,,,
38.752979945,24,,,,,,,,,,,,,,,,,
38.757157763,27,,,,,,,,,,,,,,,,,
38.76133558,20,,,,,,,,,,,,,,,,,
38.765513397,28,,,,,,,,,,,,,,,,,
38.769691214,28,,,,,,,,,,,,,,,,,
38.773869031,30,,,,,,,,,,,,,,,,,
38.778046849,17,,,,,,,,,,,,,,,,,
38.782224666,29,,,,,,,,,,,,,,,,,
38.786402483,24,,,,,,,,,,,,,,,,,
38.7905803,17,,,,,,,,,,,,,,,,,
38.794758118,27,,,,,,,,,,,,,,,,,
38.798935935,14,,,,,,,,,,,,,,,,,
38.803113752,21,,,,,,,,,,,,,,,,,
38.807291569,22,,,,,,,,,,,,,,,,,
38.811469387,16,,,,,,,,,,,,,,,,,
38.815647204,11,,,,,,,,,,,,,,,,,
38.819825021,23,,,,,,,,,,,,,,,,,
38.824002838,17,,,,,,,,,,,,,,,,,
38.828180656,16,,,,,,,,,,,,,,,,,
38.832358473,17,,,,,,,,,,,,,,,,,
38.83653629,16,,,,,,,,,,,,,,,,,
38.840714107,13,,,,,,,,,,,,,,,,,
38.844891925,17,,,,,,,,,,,,,,,,,
38.849069742,10,,,,,,,,,,,,,,,,,
38.853247559,15,,,,,,,,,,,,,,,,,
38.857425376,17,,,,,,,,,,,,,,,,,
38.861603194,13,,,,,,,,,,,,,,,,,
38.865781011,11,,,,,,,,,,,,,,,,,
38.869958828,17,,,,,,,,,,,,,,,,,
38.874136645,10,,,,,,,,,,,,,,,,,
38.878314463,14,,,,,,,,,,,,,,,,,
38.88249228,10,,,,,,,,,,,,,,,,,
38.886670097,9,,,,,,,,,,,,,,,,,
38.890847914,13,,,,,,,,,,,,,,,,,
38.895025732,8,,,,,,,,,,,,,,,,,
38.899203549,7,,,,,,,,,,,,,,,,,
38.903381366,11,,,,,,,,,,,,,,,,,
38.907559183,8,,,,,,,,,,,,,,,,,
38.911737001,17,,,,,,,,,,,,,,,,,
38.915914818,10,,,,,,,,,,,,,,,,,
38.920092635,9,,,,,,,,,,,,,,,,,
38.924270452,7,,,,,,,,,,,,,,,,,
38.92844827,4,,,,,,,,,,,,,,,,,
38.932626087,9,,,,,,,,,,,,,,,,,
38.936803904,4,,,,,,,,,,,,,,,,,
38.940981721,5,,,,,,,,,,,,,,,,,
38.945159539,10,,,,,,,,,,,,,,,,,
38.949337356,7,,,,,,,,,,,,,,,,,
38.953515173,4,,,,,,,,,,,,,,,,,
38.95769299,5,,,,,,,,,,,,,,,,,
38.961870807,11,,,,,,,,,,,,,,,,,
38.966048625,5,,,,,,,,,,,,,,,,,
38.970226442,10,,,,,,,,,,,,,,,,,
38.974404259,11,,,,,,,,,,,,,,,,,
38.978582076,8,,,,,,,,,,,,,,,,,
38.982759894,7,,,,,,,,,,,,,,,,,
38.986937711,3,,,,,,,,,,,,,,,,,
38.991115528,11,,,,,,,,,,,,,,,,,
38.995293345,5,,,,,,,,,,,,,,,,,
38.999471163,9,,,,,,,,,,,,,,,,,
39.00364898,4,,,,,,,,,,,,,,,,,
39.007826797,4,,,,,,,,,,,,,,,,,
39.012004614,2,,,,,,,,,,,,,,,,,
39.016182432,7,,,,,,,,,,,,,,,,,
39.020360249,5,,,,,,,,,,,,,,,,,
39.024538066,3,,,,,,,,,,,,,,,,,
39.028715883,5,,,,,,,,,,,,,,,,,
39.032893701,4,,,,,,,,,,,,,,,,,
39.037071518,4,,,,,,,,,,,,,,,,,
39.041249335,2,,,,,,,,,,,,,,,,,
39.045427152,11,,,,,,,,,,,,,,,,,
39.04960497,3,,,,,,,,,,,,,,,,,
39.053782787,7,,,,,,,,,,,,,,,,,
39.057960604,2,,,,,,,,,,,,,,,,,
39.062138421,5,,,,,,,,,,,,,,,,,
39.066316239,4,,,,,,,,,,,,,,,,,
39.070494056,3,,,,,,,,,,,,,,,,,
39.074671873,3,,,,,,,,,,,,,,,,,
39.07884969,5,,,,,,,,,,,,,,,,,
39.083027508,0,,,,,,,,,,,,,,,,,
39.087205325,7,,,,,,,,,,,,,,,,,
39.091383142,7,,,,,,,,,,,,,,,,,
39.095560959,5,,,,,,,,,,,,,,,,,
39.099738777,9,,,,,,,,,,,,,,,,,
39.103916594,3,,,,,,,,,,,,,,,,,
39.108094411,4,,,,,,,,,,,,,,,,,
39.112272228,3,,,,,,,,,,,,,,,,,
39.116450046,4,,,,,,,,,,,,,,,,,
39.120627863,3,,,,,,,,,,,,,,,,,
39.12480568,7,,,,,,,,,,,,,,,,,
39.128983497,2,,,,,,,,,,,,,,,,,
39.133161315,4,,,,,,,,,,,,,,,,,
39.137339132,7,,,,,,,,,,,,,,,,,
39.141516949,5,,,,,,,,,,,,,,,,,
39.145694766,3,,,,,,,,,,,,,,,,,
39.149872583,3,,,,,,,,,,,,,,,,,
39.154050401,4,,,,,,,,,,,,,,,,,
39.158228218,3,,,,,,,,,,,,,,,,,
39.162406035,3,,,,,,,,,,,,,,,,,
39.166583852,8,,,,,,,,,,,,,,,,,
39.17076167,3,,,,,,,,,,,,,,,,,
39.174939487,2,,,,,,,,,,,,,,,,,
39.179117304,8,,,,,,,,,,,,,,,,,
39.183295121,5,,,,,,,,,,,,,,,,,
39.187472939,2,,,,,,,,,,,,,,,,,
39.191650756,4,,,,,,,,,,,,,,,,,
39.195828573,8,,,,,,,,,,,,,,,,,
39.20000639,1,,,,,,,,,,,,,,,,,
39.204184208,2,,,,,,,,,,,,,,,,,
39.208362025,7,,,,,,,,,,,,,,,,,
39.212539842,1,,,,,,,,,,,,,,,,,
39.216717659,4,,,,,,,,,,,,,,,,,
39.220895477,9,,,,,,,,,,,,,,,,,
39.225073294,3,,,,,,,,,,,,,,,,,
39.229251111,2,,,,,,,,,,,,,,,,,
39.233428928,4,,,,,,,,,,,,,,,,,
39.237606746,8,,,,,,,,,,,,,,,,,
39.241784563,5,,,,,,,,,,,,,,,,,
39.24596238,5,,,,,,,,,,,,,,,,,
39.250140197,4,,,,,,,,,,,,,,,,,
39.254318015,4,,,,,,,,,,,,,,,,,
39.258495832,8,,,,,,,,,,,,,,,,,
39.262673649,5,,,,,,,,,,,,,,,,,
39.266851466,7,,,,,,,,,,,,,,,,,
39.271029284,8,,,,,,,,,,,,,,,,,
39.275207101,5,,,,,,,,,,,,,,,,,
39.279384918,4,,,,,,,,,,,,,,,,,
39.283562735,3,,,,,,,,,,,,,,,,,
39.287740553,5,,,,,,,,,,,,,,,,,
39.29191837,1,,,,,,,,,,,,,,,,,
39.296096187,8,,,,,,,,,,,,,,,,,
39.300274004,4,,,,,,,,,,,,,,,,,
39.304451822,7,,,,,,,,,,,,,,,,,
39.308629639,7,,,,,,,,,,,,,,,,,
39.312807456,5,,,,,,,,,,,,,,,,,
39.316985273,9,,,,,,,,,,,,,,,,,
39.321163091,4,,,,,,,,,,,,,,,,,
39.325340908,2,,,,,,,,,,,,,,,,,
39.329518725,5,,,,,,,,,,,,,,,,,
39.333696542,0,,,,,,,,,,,,,,,,,
39.337874359,4,,,,,,,,,,,,,,,,,
39.342052177,7,,,,,,,,,,,,,,,,,
39.346229994,4,,,,,,,,,,,,,,,,,
39.350407811,3,,,,,,,,,,,,,,,,,
39.354585628,5,,,,,,,,,,,,,,,,,
39.358763446,7,,,,,,,,,,,,,,,,,
39.362941263,4,,,,,,,,,,,,,,,,,
39.36711908,5,,,,,,,,,,,,,,,,,
39.371296897,7,,,,,,,,,,,,,,,,,
39.375474715,5,,,,,,,,,,,,,,,,,
39.379652532,3,,,,,,,,,,,,,,,,,
39.383830349,5,,,,,,,,,,,,,,,,,
39.388008166,3,,,,,,,,,,,,,,,,,
39.392185984,2,,,,,,,,,,,,,,,,,
39.396363801,1,,,,,,,,,,,,,,,,,
39.400541618,5,,,,,,,,,,,,,,,,,
39.404719435,7,,,,,,,,,,,,,,,,,
39.408897253,4,,,,,,,,,,,,,,,,,
39.41307507,7,,,,,,,,,,,,,,,,,
39.417252887,5,,,,,,,,,,,,,,,,,
39.421430704,1,,,,,,,,,,,,,,,,,
39.425608522,5,,,,,,,,,,,,,,,,,
39.429786339,2,,,,,,,,,,,,,,,,,
39.433964156,4,,,,,,,,,,,,,,,,,
39.438141973,2,,,,,,,,,,,,,,,,,
39.442319791,4,,,,,,,,,,,,,,,,,
39.446497608,4,,,,,,,,,,,,,,,,,
39.450675425,4,,,,,,,,,,,,,,,,,
39.454853242,1,,,,,,,,,,,,,,,,,
39.45903106,3,,,,,,,,,,,,,,,,,
39.463208877,3,,,,,,,,,,,,,,,,,
39.467386694,7,,,,,,,,,,,,,,,,,
39.471564511,3,,,,,,,,,,,,,,,,,
39.475742329,5,,,,,,,,,,,,,,,,,
39.479920146,4,,,,,,,,,,,,,,,,,
39.484097963,10,,,,,,,,,,,,,,,,,
39.48827578,2,,,,,,,,,,,,,,,,,
39.492453598,4,,,,,,,,,,,,,,,,,
39.496631415,4,,,,,,,,,,,,,,,,,
39.500809232,4,,,,,,,,,,,,,,,,,
39.504987049,8,,,,,,,,,,,,,,,,,
39.509164867,7,,,,,,,,,,,,,,,,,
39.513342684,8,,,,,,,,,,,,,,,,,
39.517520501,7,,,,,,,,,,,,,,,,,
39.521698318,4,,,,,,,,,,,,,,,,,
39.525876136,13,,,,,,,,,,,,,,,,,
39.530053953,8,,,,,,,,,,,,,,,,,
39.53423177,7,,,,,,,,,,,,,,,,,
39.538409587,2,,,,,,,,,,,,,,,,,
39.542587404,7,,,,,,,,,,,,,,,,,
39.546765222,4,,,,,,,,,,,,,,,,,
39.550943039,7,,,,,,,,,,,,,,,,,
39.555120856,1,,,,,,,,,,,,,,,,,
39.559298673,2,,,,,,,,,,,,,,,,,
39.563476491,2,,,,,,,,,,,,,,,,,
39.567654308,3,,,,,,,,,,,,,,,,,
39.571832125,5,,,,,,,,,,,,,,,,,
39.576009942,4,,,,,,,,,,,,,,,,,
39.58018776,1,,,,,,,,,,,,,,,,,
39.584365577,4,,,,,,,,,,,,,,,,,
39.588543394,4,,,,,,,,,,,,,,,,,
39.592721211,4,,,,,,,,,,,,,,,,,
39.596899029,2,,,,,,,,,,,,,,,,,
39.601076846,5,,,,,,,,,,,,,,,,,
39.605254663,4,,,,,,,,,,,,,,,,,
39.60943248,5,,,,,,,,,,,,,,,,,
39.613610298,4,,,,,,,,,,,,,,,,,
39.617788115,1,,,,,,,,,,,,,,,,,
39.621965932,4,,,,,,,,,,,,,,,,,
39.626143749,2,,,,,,,,,,,,,,,,,
39.630321567,9,,,,,,,,,,,,,,,,,
39.634499384,4,,,,,,,,,,,,,,,,,
39.638677201,3,,,,,,,,,,,,,,,,,
39.642855018,4,,,,,,,,,,,,,,,,,
39.647032836,1,,,,,,,,,,,,,,,,,
39.651210653,7,,,,,,,,,,,,,,,,,
39.65538847,3,,,,,,,,,,,,,,,,,
39.659566287,5,,,,,,,,,,,,,,,,,
39.663744105,5,,,,,,,,,,,,,,,,,
39.667921922,1,,,,,,,,,,,,,,,,,
39.672099739,7,,,,,,,,,,,,,,,,,
39.676277556,1,,,,,,,,,,,,,,,,,
39.680455374,3,,,,,,,,,,,,,,,,,
39.684633191,7,,,,,,,,,,,,,,,,,
39.688811008,1,,,,,,,,,,,,,,,,,
39.692988825,5,,,,,,,,,,,,,,,,,
39.697166643,2,,,,,,,,,,,,,,,,,
39.70134446,4,,,,,,,,,,,,,,,,,
39.705522277,1,,,,,,,,,,,,,,,,,
39.709700094,7,,,,,,,,,,,,,,,,,
39.713877912,5,,,,,,,,,,,,,,,,,
39.718055729,4,,,,,,,,,,,,,,,,,
39.722233546,3,,,,,,,,,,,,,,,,,
39.726411363,5,,,,,,,,,,,,,,,,,
39.73058918,1,,,,,,,,,,,,,,,,,
39.734766998,2,,,,,,,,,,,,,,,,,
39.738944815,4,,,,,,,,,,,,,,,,,
39.743122632,1,,,,,,,,,,,,,,,,,
39.747300449,2,,,,,,,,,,,,,,,,,
39.751478267,2,,,,,,,,,,,,,,,,,
39.755656084,7,,,,,,,,,,,,,,,,,
39.759833901,3,,,,,,,,,,,,,,,,,
39.764011718,1,,,,,,,,,,,,,,,,,
39.768189536,4,,,,,,,,,,,,,,,,,
39.772367353,3,,,,,,,,,,,,,,,,,
39.77654517,5,,,,,,,,,,,,,,,,,
39.780722987,1,,,,,,,,,,,,,,,,,
39.784900805,3,,,,,,,,,,,,,,,,,
39.789078622,2,,,,,,,,,,,,,,,,,
39.793256439,4,,,,,,,,,,,,,,,,,
39.797434256,3,,,,,,,,,,,,,,,,,
39.801612074,4,,,,,,,,,,,,,,,,,
39.805789891,4,,,,,,,,,,,,,,,,,
39.809967708,1,,,,,,,,,,,,,,,,,
39.814145525,1,,,,,,,,,,,,,,,,,
39.818323343,4,,,,,,,,,,,,,,,,,
39.82250116,3,,,,,,,,,,,,,,,,,
39.826678977,9,,,,,,,,,,,,,,,,,
39.830856794,4,,,,,,,,,,,,,,,,,
39.835034612,2,,,,,,,,,,,,,,,,,
39.839212429,7,,,,,,,,,,,,,,,,,
39.843390246,5,,,,,,,,,,,,,,,,,
39.847568063,5,,,,,,,,,,,,,,,,,
39.851745881,5,,,,,,,,,,,,,,,,,
39.855923698,7,,,,,,,,,,,,,,,,,
39.860101515,10,,,,,,,,,,,,,,,,,
