-52.96858426,200.8000031
-48.12049564,200.8000031
-43.27505496,201.1999969
-38.43226019,200.8000031
-33.59210927,201
-28.75460016,201
-23.91973083,200.8999939
-19.08749923,201.6000061
-14.25790333,200.8999939
-9.430941094,202.8000031
-4.606610491,210.8000031
0.215090509,235
5.034163932,250.8000031
9.850611805,252.1000061
14.66443615,247.8999939
19.47563899,230
24.28422234,210.6999969
29.09018823,202.3999939
33.89353866,200.8999939
38.69427564,200.6999969
43.4924012,201.5
48.28791733,200.8999939
53.08082605,201.3000031
57.87112936,200.6999969
62.65882927,201.1999969
67.44392776,200.6000061
72.22642685,201.1999969
77.00632853,201
81.78363479,200.8000031
86.55834762,201.6000061
91.33046903,201.6000061
96.10000098,201.3000031
100.8669455,201.3000031
105.6313045,201.5
110.39308,201.6000061
115.152274,202
119.9088885,200.8999939
124.6629255,202.6000061
129.4143868,202.5
134.1632745,204.6000061
138.9095906,210.3000031
143.653337,224.8000031
148.3945157,244.8000031
153.1331287,266.7999878
157.8691779,290.3999939
162.6026653,309.1000061
167.3335928,321.2999878
172.0619624,328.1000061
176.787776,328.8999939
181.5110357,331.5
186.2317433,329.5
190.9499008,329.1000061
195.6655101,334.2999878
200.3785733,353.3999939
205.0890922,387.8999939
209.7970687,441
214.5025049,480.8999939
219.2054026,496.2000122
223.9057638,493.8999939
228.6035904,475.8999939
233.2988843,456.2000122
237.9916475,451.5
242.6818819,463.3999939
247.3695895,480.7000122
252.0547721,492.2000122
256.7374317,508
261.4175701,506.2999878
266.0951894,501.2000122
270.7702913,478.2999878
275.4428779,446.1000061
280.1129511,428.7000122
284.7805127,414
289.4455647,406.1000061
294.1081089,403.3999939
298.7681473,404.7000122
303.4256818,412.7000122
308.0807142,428.3999939
312.7332465,460.6000061
317.3832806,484.2999878
322.0308183,492.2999878
326.6758616,488.1000061
331.3184123,466.3999939
335.9584723,445.5
340.5960436,446
345.2311279,478.3999939
349.8637272,551.4000244
354.4938434,662.4000244
359.1214784,749.5
363.7466339,797.2000122
368.3693119,797.7999878
372.9895143,758.5
377.6072429,713.5
382.2224997,686.5999756
386.8352864,671.0999756
391.4456049,655.2000122
396.0534571,637.4000244
400.6588449,602.2000122
405.2617701,562.7000122
409.8622346,535.7999878
414.4602402,514.5
419.0557888,490
423.6488823,478.6000061
428.2395224,468.3999939
432.8277111,445.6000061
437.4134502,438.6000061
441.9967414,431
446.5775868,428.2999878
451.1559881,444.2999878
455.7319471,476.8999939
460.3054658,520.5
464.8765458,580.5999756
469.4451891,608.9000244
474.0113975,597.2000122
478.5751729,548.7999878
483.136517,481.2999878
487.6954316,419.3999939
492.2519187,379.6000061
496.80598,356.7999878
501.3576173,346.7000122
505.9068325,340.7999878
510.4536274,331.2000122
514.9980038,329.1000061
519.5399635,323.6000061
524.0795083,319.3999939
528.61664,315.7000122
533.1513605,311.5
537.6836716,310.7000122
542.213575,311.3999939
546.7410725,312.8999939
551.266166,316.2000122
555.7888573,321.7999878
560.3091481,328.6000061
564.8270403,343.3999939
569.3425356,354.7999878
573.8556358,377
