Angle,Intensity
21.056987766,6
21.0653434,6
21.073699035,4
21.082054669,4
21.090410304,6
21.098765938,5
21.107121572,8
21.115477207,4
21.123832841,4
21.132188476,8
21.14054411,6
21.148899745,5
21.157255379,2
21.165611014,2
21.173966648,5
21.182322283,8
21.190677917,1
21.199033552,1
21.207389186,5
21.215744821,6
21.224100455,2
21.23245609,2
21.240811724,1
21.249167359,4
21.257522993,2
21.265878628,4
21.274234262,9
21.282589897,6
21.290945531,5
21.299301166,5
21.3076568,5
21.316012435,5
21.324368069,4
21.332723704,10
21.341079338,8
21.349434973,9
21.357790607,6
21.366146242,0
21.374501876,4
21.382857511,1
21.391213145,10
21.39956878,4
21.407924414,1
21.416280049,5
21.424635683,4
21.432991318,5
21.441346952,1
21.449702587,6
21.458058221,8
21.466413855,8
21.47476949,6
21.483125124,5
21.491480759,9
21.499836393,6
21.508192028,4
21.516547662,4
21.524903297,6
21.533258931,5
21.541614566,2
21.5499702,2
21.558325835,8
21.566681469,2
21.575037104,8
21.583392738,2
21.591748373,2
21.600104007,6
21.608459642,4
21.616815276,4
21.625170911,5
21.633526545,4
21.64188218,2
21.650237814,5
21.658593449,4
21.666949083,8
21.675304718,4
21.683660352,1
21.692015987,4
21.700371621,6
21.708727256,2
21.71708289,6
21.725438525,2
21.733794159,4
21.742149794,4
21.750505428,2
21.758861063,2
21.767216697,5
21.775572332,5
21.783927966,6
21.792283601,5
21.800639235,4
21.80899487,2
21.817350504,5
21.825706138,13
21.834061773,5
21.842417407,4
21.850773042,6
21.859128676,2
21.867484311,6
21.875839945,4
21.88419558,4
21.892551214,2
21.900906849,4
21.909262483,2
21.917618118,4
21.925973752,2
21.934329387,6
21.942685021,2
21.951040656,4
21.95939629,2
21.967751925,4
21.976107559,4
21.984463194,6
21.992818828,8
22.001174463,4
22.009530097,9
22.017885732,5
22.026241366,8
22.034597001,5
22.042952635,2
22.05130827,1
22.059663904,2
22.068019539,6
22.076375173,9
22.084730808,2
22.093086442,4
22.101442077,6
22.109797711,4
22.118153346,5
22.12650898,8
22.134864615,12
22.143220249,5
22.151575884,5
22.159931518,8
22.168287153,4
22.176642787,6
22.184998421,2
22.193354056,5
22.20170969,2
22.210065325,6
22.218420959,5
22.226776594,2
22.235132228,4
22.243487863,4
22.251843497,4
22.260199132,4
22.268554766,1
22.276910401,9
22.285266035,2
22.29362167,4
22.301977304,9
22.310332939,2
22.318688573,4
22.327044208,4
22.335399842,10
22.343755477,6
22.352111111,2
22.360466746,8
22.36882238,5
22.377178015,5
22.385533649,10
22.393889284,2
22.402244918,1
22.410600553,5
22.418956187,5
22.427311822,2
22.435667456,12
22.444023091,6
22.452378725,6
22.46073436,6
22.469089994,2
22.477445629,4
22.485801263,6
22.494156898,4
22.502512532,10
22.510868167,4
22.519223801,5
22.527579436,8
22.53593507,10
22.544290704,4
22.552646339,5
22.561001973,5
22.569357608,4
22.577713242,4
22.586068877,2
22.594424511,5
22.602780146,2
22.61113578,4
22.619491415,2
22.627847049,2
22.636202684,2
22.644558318,2
22.652913953,6
22.661269587,4
22.669625222,2
22.677980856,6
22.686336491,4
22.694692125,4
22.70304776,1
22.711403394,4
22.719759029,4
22.728114663,10
22.736470298,5
22.744825932,9
22.753181567,1
22.761537201,2
22.769892836,6
22.77824847,0
22.786604105,5
22.794959739,5
22.803315374,2
22.811671008,6
22.820026643,4
22.828382277,6
22.836737912,1
22.845093546,5
22.853449181,1
22.861804815,1
22.87016045,5
22.878516084,5
22.886871719,6
22.895227353,6
22.903582988,1
22.911938622,5
22.920294256,2
22.928649891,5
22.937005525,2
22.94536116,5
22.953716794,5
22.962072429,1
22.970428063,1
22.978783698,1
22.987139332,6
22.995494967,4
23.003850601,12
23.012206236,4
23.02056187,2
23.028917505,4
23.037273139,2
23.045628774,4
23.053984408,5
23.062340043,1
23.070695677,2
23.079051312,5
23.087406946,2
23.095762581,1
23.104118215,2
23.11247385,2
23.120829484,1
23.129185119,5
23.137540753,2
23.145896388,4
23.154252022,1
23.162607657,2
23.170963291,4
23.179318926,4
23.18767456,2
23.196030195,5
23.204385829,8
23.212741464,2
23.221097098,5
23.229452733,4
23.237808367,2
23.246164002,2
23.254519636,2
23.262875271,2
23.271230905,4
23.279586539,5
23.287942174,4
23.296297808,5
23.304653443,6
23.313009077,2
23.321364712,5
23.329720346,4
23.338075981,6
23.346431615,6
23.35478725,2
23.363142884,2
23.371498519,8
23.379854153,5
23.388209788,6
23.396565422,0
23.404921057,8
23.413276691,1
23.421632326,2
23.42998796,6
23.438343595,5
23.446699229,5
23.455054864,6
23.463410498,2
23.471766133,2
23.480121767,2
23.488477402,8
23.496833036,2
23.505188671,4
23.513544305,10
23.52189994,1
23.530255574,4
23.538611209,1
23.546966843,4
23.555322478,2
23.563678112,2
23.572033747,1
23.580389381,4
23.588745016,8
23.59710065,5
23.605456285,1
23.613811919,2
23.622167554,6
23.630523188,4
23.638878822,8
23.647234457,0
23.655590091,2
23.663945726,8
23.67230136,2
23.680656995,6
23.689012629,6
23.697368264,1
23.705723898,0
23.714079533,1
23.722435167,5
23.730790802,2
23.739146436,5
23.747502071,4
23.755857705,0
23.76421334,5
23.772568974,1
23.780924609,1
23.789280243,1
23.797635878,1
23.805991512,8
23.814347147,6
23.822702781,1
23.831058416,4
23.83941405,0
23.847769685,6
23.856125319,5
23.864480954,6
23.872836588,8
23.881192223,6
23.889547857,6
23.897903492,5
23.906259126,2
23.914614761,5
23.922970395,5
23.93132603,5
23.939681664,5
23.948037299,2
23.956392933,4
23.964748568,1
23.973104202,5
23.981459837,4
23.989815471,6
23.998171105,0
24.00652674,5
24.014882374,5
24.023238009,2
24.031593643,1
24.039949278,9
24.048304912,2
24.056660547,5
24.065016181,5
24.073371816,6
24.08172745,1
24.090083085,5
24.098438719,4
24.106794354,2
24.115149988,1
24.123505623,2
24.131861257,0
24.140216892,4
24.148572526,5
24.156928161,4
24.165283795,9
24.17363943,2
24.181995064,1
24.190350699,1
24.198706333,1
24.207061968,2
24.215417602,4
24.223773237,5
24.232128871,2
24.240484506,8
24.24884014,1
24.257195775,1
24.265551409,5
24.273907044,5
24.282262678,2
24.290618313,8
24.298973947,4
24.307329582,5
24.315685216,1
24.324040851,4
24.332396485,4
24.34075212,1
24.349107754,1
24.357463388,2
24.365819023,9
24.374174657,4
24.382530292,1
24.390885926,2
24.399241561,6
24.407597195,4
24.41595283,5
24.424308464,2
24.432664099,4
24.441019733,6
24.449375368,0
24.457731002,4
24.466086637,4
24.474442271,5
24.482797906,2
24.49115354,2
24.499509175,5
24.507864809,2
24.516220444,5
24.524576078,4
24.532931713,6
24.541287347,6
24.549642982,2
24.557998616,0
24.566354251,1
24.574709885,5
24.58306552,8
24.591421154,5
24.599776789,6
24.608132423,2
24.616488058,4
24.624843692,4
24.633199327,4
24.641554961,0
24.649910596,8
24.65826623,0
24.666621865,1
24.674977499,4
24.683333134,5
24.691688768,1
24.700044403,8
24.708400037,1
24.716755672,0
24.725111306,6
24.73346694,4
24.741822575,4
24.750178209,5
24.758533844,2
24.766889478,8
