Divergence slit,Fixed,0.19mm,,,,,,,,,,,,,,69.1631,34.58155,0.603561908,1.226481993,1.50425808,16.427,24.71044749,4.970960419
Monochromator used,NO,,,,,,,,,,,,,,,88.0468,44.0234,0.768353278,1.001687748,1.003378345,24.623,24.70618498,4.97053166
Generator voltage,45,,,,,,,,,,,,,,,,,,,,,,
Tube current,40,,,,,,,,,,,,,,,,,,,,,,
File date and time,11/6/2018 9:22,,,,,,,,,,,,,,,,,,,,,,
Unit cell,,,,,,,,,,,,,,,,,,,,,,,
h k l, 0 0 0,,,,,,,,,,,,,,,,,,,,,,
Scan axis,Gonio,,,,,,,,,,,,,,,,,,,,,,
Scan range,10.001,149.9996559,,,,,,,,,,,,,,,,,,,,,
Scan step size,0.0083556,,,,,,,,,,,,,,,,,,,,,,
No. of points,16755,,,,,,,,,,,,,,,,,,,,,,
Scan type,CONTINUOUS,,,,,,,,,,,,,,,,,,,,,,
Phi,0,,,,,,,,,,,,,,,,,,,,,,
Time per step,1.905,,,,,,,,,,,,,,,,,,,,,,
[Scan points],,,,,,,,,,,,,,,,,,,,,,,
Angle,Intensity,,,,,,,,,,,,,,,,,,,,,,
132.3400224,10,,,,,,,,,,,,,,,,,,,,,,
132.348378,5,,,,,,,,,,,,,,,,,,,,,,
132.3567336,5,,,,,,,,,,,,,,,,,,,,,,
132.3650893,2,,,,,,,,,,,,,,,,,,,,,,
132.3734449,6,,,,,,,,,,,,,,,,,,,,,,
132.3818005,2,,,,,,,,,,,,,,,,,,,,,,
132.3901562,8,,,,,,,,,,,,,,,,,,,,,,
132.3985118,6,,,,,,,,,,,,,,,,,,,,,,
132.4068674,6,,,,,,,,,,,,,,,,,,,,,,
132.4152231,2,,,,,,,,,,,,,,,,,,,,,,
132.4235787,5,,,,,,,,,,,,,,,,,,,,,,
132.4319343,4,,,,,,,,,,,,,,,,,,,,,,
132.44029,5,,,,,,,,,,,,,,,,,,,,,,
132.4486456,8,,,,,,,,,,,,,,,,,,,,,,
132.4570012,2,,,,,,,,,,,,,,,,,,,,,,
132.4653569,9,,,,,,,,,,,,,,,,,,,,,,
132.4737125,8,,,,,,,,,,,,,,,,,,,,,,
132.4820682,4,,,,,,,,,,,,,,,,,,,,,,
132.4904238,2,,,,,,,,,,,,,,,,,,,,,,
132.4987794,5,,,,,,,,,,,,,,,,,,,,,,
132.5071351,5,,,,,,,,,,,,,,,,,,,,,,
132.5154907,5,,,,,,,,,,,,,,,,,,,,,,
132.5238463,2,,,,,,,,,,,,,,,,,,,,,,
132.532202,2,,,,,,,,,,,,,,,,,,,,,,
132.5405576,1,,,,,,,,,,,,,,,,,,,,,,
132.5489132,4,,,,,,,,,,,,,,,,,,,,,,
132.5572689,4,,,,,,,,,,,,,,,,,,,,,,
132.5656245,1,,,,,,,,,,,,,,,,,,,,,,
132.5739801,4,,,,,,,,,,,,,,,,,,,,,,
132.5823358,4,,,,,,,,,,,,,,,,,,,,,,
132.5906914,1,,,,,,,,,,,,,,,,,,,,,,
132.599047,4,,,,,,,,,,,,,,,,,,,,,,
132.6074027,2,,,,,,,,,,,,,,,,,,,,,,
132.6157583,2,,,,,,,,,,,,,,,,,,,,,,
132.6241139,4,,,,,,,,,,,,,,,,,,,,,,
132.6324696,4,,,,,,,,,,,,,,,,,,,,,,
132.6408252,1,,,,,,,,,,,,,,,,,,,,,,
132.6491808,5,,,,,,,,,,,,,,,,,,,,,,
132.6575365,1,,,,,,,,,,,,,,,,,,,,,,
132.6658921,2,,,,,,,,,,,,,,,,,,,,,,
132.6742477,5,,,,,,,,,,,,,,,,,,,,,,
132.6826034,5,,,,,,,,,,,,,,,,,,,,,,
132.690959,5,,,,,,,,,,,,,,,,,,,,,,
132.6993146,2,,,,,,,,,,,,,,,,,,,,,,
132.7076703,2,,,,,,,,,,,,,,,,,,,,,,
132.7160259,6,,,,,,,,,,,,,,,,,,,,,,
132.7243816,1,,,,,,,,,,,,,,,,,,,,,,
132.7327372,1,,,,,,,,,,,,,,,,,,,,,,
132.7410928,4,,,,,,,,,,,,,,,,,,,,,,
132.7494485,2,,,,,,,,,,,,,,,,,,,,,,
132.7578041,4,,,,,,,,,,,,,,,,,,,,,,
132.7661597,2,,,,,,,,,,,,,,,,,,,,,,
132.7745154,4,,,,,,,,,,,,,,,,,,,,,,
132.782871,6,,,,,,,,,,,,,,,,,,,,,,
132.7912266,2,,,,,,,,,,,,,,,,,,,,,,
132.7995823,8,,,,,,,,,,,,,,,,,,,,,,
132.8079379,5,,,,,,,,,,,,,,,,,,,,,,
132.8162935,8,,,,,,,,,,,,,,,,,,,,,,
132.8246492,6,,,,,,,,,,,,,,,,,,,,,,
132.8330048,1,,,,,,,,,,,,,,,,,,,,,,
132.8413604,4,,,,,,,,,,,,,,,,,,,,,,
132.8497161,4,,,,,,,,,,,,,,,,,,,,,,
132.8580717,4,,,,,,,,,,,,,,,,,,,,,,
132.8664273,5,,,,,,,,,,,,,,,,,,,,,,
132.874783,1,,,,,,,,,,,,,,,,,,,,,,
132.8831386,2,,,,,,,,,,,,,,,,,,,,,,
132.8914942,4,,,,,,,,,,,,,,,,,,,,,,
132.8998499,1,,,,,,,,,,,,,,,,,,,,,,
132.9082055,4,,,,,,,,,,,,,,,,,,,,,,
132.9165611,8,,,,,,,,,,,,,,,,,,,,,,
132.9249168,4,,,,,,,,,,,,,,,,,,,,,,
132.9332724,4,,,,,,,,,,,,,,,,,,,,,,
132.941628,2,,,,,,,,,,,,,,,,,,,,,,
132.9499837,4,,,,,,,,,,,,,,,,,,,,,,
132.9583393,4,,,,,,,,,,,,,,,,,,,,,,
132.966695,0,,,,,,,,,,,,,,,,,,,,,,
132.9750506,4,,,,,,,,,,,,,,,,,,,,,,
132.9834062,4,,,,,,,,,,,,,,,,,,,,,,
132.9917619,8,,,,,,,,,,,,,,,,,,,,,,
133.0001175,6,,,,,,,,,,,,,,,,,,,,,,
133.0084731,2,,,,,,,,,,,,,,,,,,,,,,
133.0168288,0,,,,,,,,,,,,,,,,,,,,,,
133.0251844,4,,,,,,,,,,,,,,,,,,,,,,
133.03354,0,,,,,,,,,,,,,,,,,,,,,,
133.0418957,5,,,,,,,,,,,,,,,,,,,,,,
133.0502513,2,,,,,,,,,,,,,,,,,,,,,,
133.0586069,1,,,,,,,,,,,,,,,,,,,,,,
133.0669626,2,,,,,,,,,,,,,,,,,,,,,,
133.0753182,9,,,,,,,,,,,,,,,,,,,,,,
133.0836738,2,,,,,,,,,,,,,,,,,,,,,,
133.0920295,2,,,,,,,,,,,,,,,,,,,,,,
133.1003851,2,,,,,,,,,,,,,,,,,,,,,,
133.1087407,4,,,,,,,,,,,,,,,,,,,,,,
133.1170964,9,,,,,,,,,,,,,,,,,,,,,,
133.125452,2,,,,,,,,,,,,,,,,,,,,,,
133.1338076,2,,,,,,,,,,,,,,,,,,,,,,
133.1421633,4,,,,,,,,,,,,,,,,,,,,,,
133.1505189,2,,,,,,,,,,,,,,,,,,,,,,
133.1588745,4,,,,,,,,,,,,,,,,,,,,,,
133.1672302,5,,,,,,,,,,,,,,,,,,,,,,
133.1755858,4,,,,,,,,,,,,,,,,,,,,,,
133.1839414,4,,,,,,,,,,,,,,,,,,,,,,
133.1922971,5,,,,,,,,,,,,,,,,,,,,,,
133.2006527,4,,,,,,,,,,,,,,,,,,,,,,
133.2090084,0,,,,,,,,,,,,,,,,,,,,,,
133.217364,1,,,,,,,,,,,,,,,,,,,,,,
133.2257196,2,,,,,,,,,,,,,,,,,,,,,,
133.2340753,4,,,,,,,,,,,,,,,,,,,,,,
133.2424309,2,,,,,,,,,,,,,,,,,,,,,,
133.2507865,2,,,,,,,,,,,,,,,,,,,,,,
133.2591422,2,,,,,,,,,,,,,,,,,,,,,,
133.2674978,9,,,,,,,,,,,,,,,,,,,,,,
133.2758534,4,,,,,,,,,,,,,,,,,,,,,,
133.2842091,9,,,,,,,,,,,,,,,,,,,,,,
133.2925647,1,,,,,,,,,,,,,,,,,,,,,,
133.3009203,5,,,,,,,,,,,,,,,,,,,,,,
133.309276,0,,,,,,,,,,,,,,,,,,,,,,
133.3176316,2,,,,,,,,,,,,,,,,,,,,,,
133.3259872,4,,,,,,,,,,,,,,,,,,,,,,
133.3343429,2,,,,,,,,,,,,,,,,,,,,,,
133.3426985,5,,,,,,,,,,,,,,,,,,,,,,
133.3510541,4,,,,,,,,,,,,,,,,,,,,,,
133.3594098,1,,,,,,,,,,,,,,,,,,,,,,
133.3677654,1,,,,,,,,,,,,,,,,,,,,,,
133.376121,5,,,,,,,,,,,,,,,,,,,,,,
133.3844767,2,,,,,,,,,,,,,,,,,,,,,,
133.3928323,5,,,,,,,,,,,,,,,,,,,,,,
133.4011879,2,,,,,,,,,,,,,,,,,,,,,,
133.4095436,8,,,,,,,,,,,,,,,,,,,,,,
133.4178992,4,,,,,,,,,,,,,,,,,,,,,,
133.4262548,2,,,,,,,,,,,,,,,,,,,,,,
133.4346105,1,,,,,,,,,,,,,,,,,,,,,,
133.4429661,8,,,,,,,,,,,,,,,,,,,,,,
133.4513218,2,,,,,,,,,,,,,,,,,,,,,,
133.4596774,1,,,,,,,,,,,,,,,,,,,,,,
133.468033,1,,,,,,,,,,,,,,,,,,,,,,
133.4763887,2,,,,,,,,,,,,,,,,,,,,,,
133.4847443,6,,,,,,,,,,,,,,,,,,,,,,
133.4930999,4,,,,,,,,,,,,,,,,,,,,,,
133.5014556,2,,,,,,,,,,,,,,,,,,,,,,
133.5098112,9,,,,,,,,,,,,,,,,,,,,,,
133.5181668,6,,,,,,,,,,,,,,,,,,,,,,
133.5265225,8,,,,,,,,,,,,,,,,,,,,,,
133.5348781,5,,,,,,,,,,,,,,,,,,,,,,
133.5432337,2,,,,,,,,,,,,,,,,,,,,,,
133.5515894,4,,,,,,,,,,,,,,,,,,,,,,
133.559945,1,,,,,,,,,,,,,,,,,,,,,,
133.5683006,2,,,,,,,,,,,,,,,,,,,,,,
133.5766563,2,,,,,,,,,,,,,,,,,,,,,,
133.5850119,0,,,,,,,,,,,,,,,,,,,,,,
133.5933675,4,,,,,,,,,,,,,,,,,,,,,,
133.6017232,4,,,,,,,,,,,,,,,,,,,,,,
133.6100788,4,,,,,,,,,,,,,,,,,,,,,,
133.6184344,2,,,,,,,,,,,,,,,,,,,,,,
133.6267901,5,,,,,,,,,,,,,,,,,,,,,,
133.6351457,6,,,,,,,,,,,,,,,,,,,,,,
133.6435013,4,,,,,,,,,,,,,,,,,,,,,,
133.651857,5,,,,,,,,,,,,,,,,,,,,,,
133.6602126,2,,,,,,,,,,,,,,,,,,,,,,
133.6685683,1,,,,,,,,,,,,,,,,,,,,,,
133.6769239,2,,,,,,,,,,,,,,,,,,,,,,
133.6852795,1,,,,,,,,,,,,,,,,,,,,,,
133.6936352,8,,,,,,,,,,,,,,,,,,,,,,
133.7019908,6,,,,,,,,,,,,,,,,,,,,,,
133.7103464,5,,,,,,,,,,,,,,,,,,,,,,
133.7187021,6,,,,,,,,,,,,,,,,,,,,,,
133.7270577,2,,,,,,,,,,,,,,,,,,,,,,
133.7354133,4,,,,,,,,,,,,,,,,,,,,,,
133.743769,1,,,,,,,,,,,,,,,,,,,,,,
133.7521246,5,,,,,,,,,,,,,,,,,,,,,,
133.7604802,6,,,,,,,,,,,,,,,,,,,,,,
133.7688359,4,,,,,,,,,,,,,,,,,,,,,,
133.7771915,8,,,,,,,,,,,,,,,,,,,,,,
133.7855471,2,,,,,,,,,,,,,,,,,,,,,,
133.7939028,6,,,,,,,,,,,,,,,,,,,,,,
133.8022584,5,,,,,,,,,,,,,,,,,,,,,,
133.810614,9,,,,,,,,,,,,,,,,,,,,,,
133.8189697,8,,,,,,,,,,,,,,,,,,,,,,
133.8273253,4,,,,,,,,,,,,,,,,,,,,,,
133.8356809,1,,,,,,,,,,,,,,,,,,,,,,
133.8440366,6,,,,,,,,,,,,,,,,,,,,,,
133.8523922,2,,,,,,,,,,,,,,,,,,,,,,
133.8607478,4,,,,,,,,,,,,,,,,,,,,,,
133.8691035,1,,,,,,,,,,,,,,,,,,,,,,
133.8774591,4,,,,,,,,,,,,,,,,,,,,,,
133.8858147,1,,,,,,,,,,,,,,,,,,,,,,
133.8941704,2,,,,,,,,,,,,,,,,,,,,,,
133.902526,2,,,,,,,,,,,,,,,,,,,,,,
133.9108817,2,,,,,,,,,,,,,,,,,,,,,,
133.9192373,2,,,,,,,,,,,,,,,,,,,,,,
133.9275929,1,,,,,,,,,,,,,,,,,,,,,,
133.9359486,1,,,,,,,,,,,,,,,,,,,,,,
133.9443042,6,,,,,,,,,,,,,,,,,,,,,,
133.9526598,5,,,,,,,,,,,,,,,,,,,,,,
133.9610155,4,,,,,,,,,,,,,,,,,,,,,,
133.9693711,2,,,,,,,,,,,,,,,,,,,,,,
133.9777267,4,,,,,,,,,,,,,,,,,,,,,,
133.9860824,2,,,,,,,,,,,,,,,,,,,,,,
133.994438,4,,,,,,,,,,,,,,,,,,,,,,
134.0027936,8,,,,,,,,,,,,,,,,,,,,,,
134.0111493,8,,,,,,,,,,,,,,,,,,,,,,
134.0195049,2,,,,,,,,,,,,,,,,,,,,,,
134.0278605,2,,,,,,,,,,,,,,,,,,,,,,
134.0362162,4,,,,,,,,,,,,,,,,,,,,,,
134.0445718,2,,,,,,,,,,,,,,,,,,,,,,
134.0529274,5,,,,,,,,,,,,,,,,,,,,,,
134.0612831,4,,,,,,,,,,,,,,,,,,,,,,
134.0696387,2,,,,,,,,,,,,,,,,,,,,,,
134.0779943,4,,,,,,,,,,,,,,,,,,,,,,
134.08635,1,,,,,,,,,,,,,,,,,,,,,,
134.0947056,4,,,,,,,,,,,,,,,,,,,,,,
134.1030612,5,,,,,,,,,,,,,,,,,,,,,,
134.1114169,4,,,,,,,,,,,,,,,,,,,,,,
134.1197725,5,,,,,,,,,,,,,,,,,,,,,,
134.1281281,4,,,,,,,,,,,,,,,,,,,,,,
134.1364838,12,,,,,,,,,,,,,,,,,,,,,,
134.1448394,4,,,,,,,,,,,,,,,,,,,,,,
134.1531951,1,,,,,,,,,,,,,,,,,,,,,,
134.1615507,2,,,,,,,,,,,,,,,,,,,,,,
134.1699063,4,,,,,,,,,,,,,,,,,,,,,,
134.178262,4,,,,,,,,,,,,,,,,,,,,,,
134.1866176,5,,,,,,,,,,,,,,,,,,,,,,
134.1949732,8,,,,,,,,,,,,,,,,,,,,,,
134.2033289,2,,,,,,,,,,,,,,,,,,,,,,
134.2116845,1,,,,,,,,,,,,,,,,,,,,,,
134.2200401,9,,,,,,,,,,,,,,,,,,,,,,
134.2283958,1,,,,,,,,,,,,,,,,,,,,,,
134.2367514,4,,,,,,,,,,,,,,,,,,,,,,
134.245107,4,,,,,,,,,,,,,,,,,,,,,,
134.2534627,4,,,,,,,,,,,,,,,,,,,,,,
134.2618183,5,,,,,,,,,,,,,,,,,,,,,,
134.2701739,8,,,,,,,,,,,,,,,,,,,,,,
134.2785296,1,,,,,,,,,,,,,,,,,,,,,,
134.2868852,4,,,,,,,,,,,,,,,,,,,,,,
134.2952408,6,,,,,,,,,,,,,,,,,,,,,,
134.3035965,6,,,,,,,,,,,,,,,,,,,,,,
134.3119521,5,,,,,,,,,,,,,,,,,,,,,,
134.3203077,2,,,,,,,,,,,,,,,,,,,,,,
134.3286634,2,,,,,,,,,,,,,,,,,,,,,,
134.337019,6,,,,,,,,,,,,,,,,,,,,,,
134.3453746,4,,,,,,,,,,,,,,,,,,,,,,
134.3537303,1,,,,,,,,,,,,,,,,,,,,,,
134.3620859,2,,,,,,,,,,,,,,,,,,,,,,
134.3704415,8,,,,,,,,,,,,,,,,,,,,,,
134.3787972,9,,,,,,,,,,,,,,,,,,,,,,
134.3871528,4,,,,,,,,,,,,,,,,,,,,,,
134.3955085,5,,,,,,,,,,,,,,,,,,,,,,
134.4038641,4,,,,,,,,,,,,,,,,,,,,,,
134.4122197,4,,,,,,,,,,,,,,,,,,,,,,
134.4205754,5,,,,,,,,,,,,,,,,,,,,,,
134.428931,4,,,,,,,,,,,,,,,,,,,,,,
134.4372866,1,,,,,,,,,,,,,,,,,,,,,,
134.4456423,6,,,,,,,,,,,,,,,,,,,,,,
134.4539979,5,,,,,,,,,,,,,,,,,,,,,,
134.4623535,5,,,,,,,,,,,,,,,,,,,,,,
134.4707092,4,,,,,,,,,,,,,,,,,,,,,,
134.4790648,1,,,,,,,,,,,,,,,,,,,,,,
134.4874204,5,,,,,,,,,,,,,,,,,,,,,,
134.4957761,4,,,,,,,,,,,,,,,,,,,,,,
134.5041317,1,,,,,,,,,,,,,,,,,,,,,,
134.5124873,2,,,,,,,,,,,,,,,,,,,,,,
134.520843,6,,,,,,,,,,,,,,,,,,,,,,
134.5291986,1,,,,,,,,,,,,,,,,,,,,,,
134.5375542,1,,,,,,,,,,,,,,,,,,,,,,
134.5459099,5,,,,,,,,,,,,,,,,,,,,,,
134.5542655,1,,,,,,,,,,,,,,,,,,,,,,
134.5626211,2,,,,,,,,,,,,,,,,,,,,,,
134.5709768,4,,,,,,,,,,,,,,,,,,,,,,
134.5793324,1,,,,,,,,,,,,,,,,,,,,,,
134.587688,5,,,,,,,,,,,,,,,,,,,,,,
134.5960437,2,,,,,,,,,,,,,,,,,,,,,,
134.6043993,4,,,,,,,,,,,,,,,,,,,,,,
134.6127549,2,,,,,,,,,,,,,,,,,,,,,,
134.6211106,6,,,,,,,,,,,,,,,,,,,,,,
134.6294662,5,,,,,,,,,,,,,,,,,,,,,,
134.6378219,5,,,,,,,,,,,,,,,,,,,,,,
134.6461775,5,,,,,,,,,,,,,,,,,,,,,,
134.6545331,2,,,,,,,,,,,,,,,,,,,,,,
134.6628888,4,,,,,,,,,,,,,,,,,,,,,,
134.6712444,4,,,,,,,,,,,,,,,,,,,,,,
134.6796,5,,,,,,,,,,,,,,,,,,,,,,
134.6879557,4,,,,,,,,,,,,,,,,,,,,,,
134.6963113,1,,,,,,,,,,,,,,,,,,,,,,
134.7046669,4,,,,,,,,,,,,,,,,,,,,,,
134.7130226,8,,,,,,,,,,,,,,,,,,,,,,
134.7213782,4,,,,,,,,,,,,,,,,,,,,,,
134.7297338,8,,,,,,,,,,,,,,,,,,,,,,
134.7380895,6,,,,,,,,,,,,,,,,,,,,,,
134.7464451,2,,,,,,,,,,,,,,,,,,,,,,
134.7548007,8,,,,,,,,,,,,,,,,,,,,,,
134.7631564,5,,,,,,,,,,,,,,,,,,,,,,
134.771512,4,,,,,,,,,,,,,,,,,,,,,,
134.7798676,5,,,,,,,,,,,,,,,,,,,,,,
134.7882233,8,,,,,,,,,,,,,,,,,,,,,,
134.7965789,9,,,,,,,,,,,,,,,,,,,,,,
134.8049345,5,,,,,,,,,,,,,,,,,,,,,,
134.8132902,5,,,,,,,,,,,,,,,,,,,,,,
134.8216458,4,,,,,,,,,,,,,,,,,,,,,,
134.8300014,6,,,,,,,,,,,,,,,,,,,,,,
134.8383571,2,,,,,,,,,,,,,,,,,,,,,,
134.8467127,4,,,,,,,,,,,,,,,,,,,,,,
134.8550683,8,,,,,,,,,,,,,,,,,,,,,,
134.863424,8,,,,,,,,,,,,,,,,,,,,,,
134.8717796,4,,,,,,,,,,,,,,,,,,,,,,
134.8801353,1,,,,,,,,,,,,,,,,,,,,,,
134.8884909,9,,,,,,,,,,,,,,,,,,,,,,
134.8968465,5,,,,,,,,,,,,,,,,,,,,,,
134.9052022,1,,,,,,,,,,,,,,,,,,,,,,
134.9135578,4,,,,,,,,,,,,,,,,,,,,,,
134.9219134,0,,,,,,,,,,,,,,,,,,,,,,
134.9302691,2,,,,,,,,,,,,,,,,,,,,,,
134.9386247,4,,,,,,,,,,,,,,,,,,,,,,
134.9469803,4,,,,,,,,,,,,,,,,,,,,,,
134.955336,2,,,,,,,,,,,,,,,,,,,,,,
134.9636916,8,,,,,,,,,,,,,,,,,,,,,,
134.9720472,2,,,,,,,,,,,,,,,,,,,,,,
134.9804029,5,,,,,,,,,,,,,,,,,,,,,,
134.9887585,1,,,,,,,,,,,,,,,,,,,,,,
134.9971141,8,,,,,,,,,,,,,,,,,,,,,,
135.0054698,4,,,,,,,,,,,,,,,,,,,,,,
135.0138254,4,,,,,,,,,,,,,,,,,,,,,,
135.022181,1,,,,,,,,,,,,,,,,,,,,,,
135.0305367,4,,,,,,,,,,,,,,,,,,,,,,
135.0388923,6,,,,,,,,,,,,,,,,,,,,,,
135.0472479,5,,,,,,,,,,,,,,,,,,,,,,
135.0556036,6,,,,,,,,,,,,,,,,,,,,,,
135.0639592,9,,,,,,,,,,,,,,,,,,,,,,
135.0723148,9,,,,,,,,,,,,,,,,,,,,,,
135.0806705,2,,,,,,,,,,,,,,,,,,,,,,
135.0890261,8,,,,,,,,,,,,,,,,,,,,,,
135.0973817,6,,,,,,,,,,,,,,,,,,,,,,
135.1057374,1,,,,,,,,,,,,,,,,,,,,,,
135.114093,5,,,,,,,,,,,,,,,,,,,,,,
135.1224487,1,,,,,,,,,,,,,,,,,,,,,,
135.1308043,2,,,,,,,,,,,,,,,,,,,,,,
135.1391599,9,,,,,,,,,,,,,,,,,,,,,,
135.1475156,4,,,,,,,,,,,,,,,,,,,,,,
135.1558712,6,,,,,,,,,,,,,,,,,,,,,,
135.1642268,4,,,,,,,,,,,,,,,,,,,,,,
135.1725825,6,,,,,,,,,,,,,,,,,,,,,,
135.1809381,0,,,,,,,,,,,,,,,,,,,,,,
135.1892937,4,,,,,,,,,,,,,,,,,,,,,,
135.1976494,4,,,,,,,,,,,,,,,,,,,,,,
135.206005,4,,,,,,,,,,,,,,,,,,,,,,
135.2143606,4,,,,,,,,,,,,,,,,,,,,,,
135.2227163,2,,,,,,,,,,,,,,,,,,,,,,
135.2310719,1,,,,,,,,,,,,,,,,,,,,,,
135.2394275,4,,,,,,,,,,,,,,,,,,,,,,
135.2477832,6,,,,,,,,,,,,,,,,,,,,,,
135.2561388,12,,,,,,,,,,,,,,,,,,,,,,
135.2644944,8,,,,,,,,,,,,,,,,,,,,,,
135.2728501,2,,,,,,,,,,,,,,,,,,,,,,
135.2812057,1,,,,,,,,,,,,,,,,,,,,,,
135.2895613,2,,,,,,,,,,,,,,,,,,,,,,
135.297917,1,,,,,,,,,,,,,,,,,,,,,,
135.3062726,2,,,,,,,,,,,,,,,,,,,,,,
135.3146282,4,,,,,,,,,,,,,,,,,,,,,,
135.3229839,10,,,,,,,,,,,,,,,,,,,,,,
135.3313395,5,,,,,,,,,,,,,,,,,,,,,,
135.3396951,6,,,,,,,,,,,,,,,,,,,,,,
135.3480508,9,,,,,,,,,,,,,,,,,,,,,,
135.3564064,4,,,,,,,,,,,,,,,,,,,,,,
135.3647621,4,,,,,,,,,,,,,,,,,,,,,,
135.3731177,4,,,,,,,,,,,,,,,,,,,,,,
135.3814733,5,,,,,,,,,,,,,,,,,,,,,,
135.389829,2,,,,,,,,,,,,,,,,,,,,,,
135.3981846,6,,,,,,,,,,,,,,,,,,,,,,
135.4065402,4,,,,,,,,,,,,,,,,,,,,,,
135.4148959,2,,,,,,,,,,,,,,,,,,,,,,
135.4232515,2,,,,,,,,,,,,,,,,,,,,,,
135.4316071,4,,,,,,,,,,,,,,,,,,,,,,
135.4399628,4,,,,,,,,,,,,,,,,,,,,,,
135.4483184,4,,,,,,,,,,,,,,,,,,,,,,
135.456674,5,,,,,,,,,,,,,,,,,,,,,,
135.4650297,5,,,,,,,,,,,,,,,,,,,,,,
135.4733853,4,,,,,,,,,,,,,,,,,,,,,,
135.4817409,5,,,,,,,,,,,,,,,,,,,,,,
135.4900966,8,,,,,,,,,,,,,,,,,,,,,,
135.4984522,6,,,,,,,,,,,,,,,,,,,,,,
135.5068078,9,,,,,,,,,,,,,,,,,,,,,,
135.5151635,6,,,,,,,,,,,,,,,,,,,,,,
135.5235191,8,,,,,,,,,,,,,,,,,,,,,,
135.5318747,4,,,,,,,,,,,,,,,,,,,,,,
135.5402304,4,,,,,,,,,,,,,,,,,,,,,,
135.548586,2,,,,,,,,,,,,,,,,,,,,,,
135.5569416,6,,,,,,,,,,,,,,,,,,,,,,
135.5652973,6,,,,,,,,,,,,,,,,,,,,,,
135.5736529,4,,,,,,,,,,,,,,,,,,,,,,
135.5820085,6,,,,,,,,,,,,,,,,,,,,,,
135.5903642,2,,,,,,,,,,,,,,,,,,,,,,
135.5987198,6,,,,,,,,,,,,,,,,,,,,,,
135.6070755,6,,,,,,,,,,,,,,,,,,,,,,
135.6154311,4,,,,,,,,,,,,,,,,,,,,,,
135.6237867,2,,,,,,,,,,,,,,,,,,,,,,
135.6321424,5,,,,,,,,,,,,,,,,,,,,,,
135.640498,1,,,,,,,,,,,,,,,,,,,,,,
135.6488536,9,,,,,,,,,,,,,,,,,,,,,,
135.6572093,6,,,,,,,,,,,,,,,,,,,,,,
135.6655649,4,,,,,,,,,,,,,,,,,,,,,,
135.6739205,2,,,,,,,,,,,,,,,,,,,,,,
135.6822762,6,,,,,,,,,,,,,,,,,,,,,,
135.6906318,6,,,,,,,,,,,,,,,,,,,,,,
135.6989874,1,,,,,,,,,,,,,,,,,,,,,,
135.7073431,4,,,,,,,,,,,,,,,,,,,,,,
135.7156987,2,,,,,,,,,,,,,,,,,,,,,,
135.7240543,12,,,,,,,,,,,,,,,,,,,,,,
135.73241,6,,,,,,,,,,,,,,,,,,,,,,
135.7407656,10,,,,,,,,,,,,,,,,,,,,,,
135.7491212,2,,,,,,,,,,,,,,,,,,,,,,
135.7574769,2,,,,,,,,,,,,,,,,,,,,,,
135.7658325,5,,,,,,,,,,,,,,,,,,,,,,
135.7741881,5,,,,,,,,,,,,,,,,,,,,,,
135.7825438,4,,,,,,,,,,,,,,,,,,,,,,
135.7908994,5,,,,,,,,,,,,,,,,,,,,,,
135.799255,10,,,,,,,,,,,,,,,,,,,,,,
135.8076107,10,,,,,,,,,,,,,,,,,,,,,,
135.8159663,4,,,,,,,,,,,,,,,,,,,,,,
135.8243219,2,,,,,,,,,,,,,,,,,,,,,,
135.8326776,0,,,,,,,,,,,,,,,,,,,,,,
135.8410332,1,,,,,,,,,,,,,,,,,,,,,,
135.8493889,4,,,,,,,,,,,,,,,,,,,,,,
135.8577445,6,,,,,,,,,,,,,,,,,,,,,,
135.8661001,9,,,,,,,,,,,,,,,,,,,,,,
135.8744558,6,,,,,,,,,,,,,,,,,,,,,,
135.8828114,2,,,,,,,,,,,,,,,,,,,,,,
135.891167,1,,,,,,,,,,,,,,,,,,,,,,
135.8995227,4,,,,,,,,,,,,,,,,,,,,,,
135.9078783,1,,,,,,,,,,,,,,,,,,,,,,
135.9162339,5,,,,,,,,,,,,,,,,,,,,,,
135.9245896,5,,,,,,,,,,,,,,,,,,,,,,
135.9329452,10,,,,,,,,,,,,,,,,,,,,,,
135.9413008,12,,,,,,,,,,,,,,,,,,,,,,
135.9496565,4,,,,,,,,,,,,,,,,,,,,,,
135.9580121,8,,,,,,,,,,,,,,,,,,,,,,
135.9663677,5,,,,,,,,,,,,,,,,,,,,,,
135.9747234,4,,,,,,,,,,,,,,,,,,,,,,
135.983079,6,,,,,,,,,,,,,,,,,,,,,,
135.9914346,6,,,,,,,,,,,,,,,,,,,,,,
135.9997903,4,,,,,,,,,,,,,,,,,,,,,,
136.0081459,2,,,,,,,,,,,,,,,,,,,,,,
136.0165015,6,,,,,,,,,,,,,,,,,,,,,,
136.0248572,4,,,,,,,,,,,,,,,,,,,,,,
136.0332128,5,,,,,,,,,,,,,,,,,,,,,,
136.0415684,4,,,,,,,,,,,,,,,,,,,,,,
136.0499241,6,,,,,,,,,,,,,,,,,,,,,,
136.0582797,9,,,,,,,,,,,,,,,,,,,,,,
136.0666353,10,,,,,,,,,,,,,,,,,,,,,,
136.074991,4,,,,,,,,,,,,,,,,,,,,,,
